Player,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog
Hans Hateboer,Atalanta,26,1994,19.6,1154,29,242,515,478,65,1027,5,13,38.5,5,0,756,3595,2190,82,29,3,17,20,978,827,84.6,81
Achraf Hakimi,Inter,21,1998,29.6,1863,50,389,716,867,137,1645,36,67,53.7,40,8,1255,6621,4411,221,51,36,44,33,1499,1296,86.5,163
Koray GÃ¼nter,Hellas Verona,25,1994,19.6,1344,142,662,741,30,7,1307,6,6,100.0,6,0,736,4111,2102,43,8,0,6,1,765,752,98.3,4
Robin Gosens,Atalanta,26,1994,28.0,1971,63,426,927,721,116,1761,16,30,53.3,17,0,1243,5764,3397,158,51,16,34,18,1544,1327,85.9,117
Vladimir GolemiÄ‡,Crotone,29,1991,26.0,1530,276,970,596,43,13,1453,3,3,100.0,3,0,873,4160,2050,30,4,0,4,4,992,971,97.9,4
Edoardo Goldaniga,Genoa,26,1993,20.6,1077,114,493,500,155,17,976,5,10,50.0,6,1,597,3360,1710,58,20,1,11,6,706,648,91.8,21
Diego GodÃ­n,Cagliari,34,1986,27.9,1844,302,1031,867,76,26,1756,14,14,100.0,14,0,1084,6578,3906,95,21,1,4,6,1165,1126,96.7,10
Kamil Glik,Benevento,32,1988,35.6,1674,328,1033,643,67,50,1610,4,6,66.7,4,0,825,3884,2110,40,1,0,6,3,1008,968,96.0,10
Riccardo Gagliolo,Parma,30,1990,21.7,1578,151,698,792,218,28,1433,9,16,56.3,11,1,923,5238,3389,97,29,2,10,8,1081,1033,95.6,14
Matteo Gabbia,Milan,20,1999,6.2,413,62,225,199,13,7,406,0,0,,0,0,258,1348,626,14,0,0,1,0,287,285,99.3,0
Gianluca Frabotta,Juventus,21,1999,7.7,557,23,159,251,174,18,490,5,11,45.5,5,0,343,1491,801,34,9,3,6,8,402,369,91.8,27
Daam Foulon,Benevento,21,1999,11.3,574,48,213,261,131,5,480,5,12,41.7,5,0,296,1638,999,28,13,2,10,4,349,323,92.6,7
Salvador Ferrer,Spezia,22,1998,13.2,,,,,,,,,,,,,,,,,,,,,,,,
Alex Ferrari,Sampdoria,26,1994,9.8,591,65,310,238,74,8,532,1,3,33.3,2,0,317,1550,792,13,2,1,7,3,352,335,95.2,2
Luiz Felipe,Lazio,23,1997,10.1,661,72,325,338,42,3,641,2,2,100.0,2,0,432,3338,1644,50,6,0,4,3,453,437,96.5,0
Federico Fazio,Roma,33,1987,4.5,365,52,162,199,32,6,356,3,4,75.0,3,0,221,1287,826,30,8,0,3,1,263,258,98.1,0
Mohamed Fares,Lazio,24,1996,12.7,688,35,167,266,290,25,625,7,18,38.9,9,0,417,2027,1210,61,21,6,17,12,494,441,89.3,46
Davide Faraoni,Hellas Verona,28,1991,32.1,1898,149,582,860,525,75,1632,23,59,39.0,27,1,1015,3866,1838,85,22,5,26,16,1199,1018,84.9,66
Paolo FaragÃ²,Bologna,27,1993,0.3,15,1,3,6,6,2,14,0,0,,0,0,8,18,4,0,0,0,0,0,13,13,100.0,2
Martin Erlic,Spezia,22,1998,20.0,1245,143,658,632,31,15,1193,4,6,66.7,4,0,658,3984,2019,36,4,0,0,6,765,757,99.0,3
Alan Empereur,Hellas Verona,26,1994,2.4,138,10,44,87,12,1,135,0,0,,0,0,84,409,275,9,1,0,0,1,98,96,98.0,0
LÃ©o Duarte,Milan,24,1996,0.2,15,1,12,5,0,0,14,0,0,,0,0,11,42,17,0,0,0,0,0,12,12,100.0,0
Radu DrÄƒguÈ™in,Juventus,18,2002,0.0,2,1,2,0,0,0,2,0,0,,0,0,1,4,0,0,0,0,0,0,1,1,100.0,0
Berat Djimsiti,Atalanta,27,1993,29.2,2066,168,778,1079,351,54,1986,7,10,70.0,7,1,1292,7272,3908,169,53,3,17,12,1452,1382,95.2,47
Koffi Djidji,Crotone,27,1992,16.9,961,134,490,469,57,6,884,8,13,61.5,8,0,557,2838,1558,40,9,0,4,11,571,553,96.8,8
Federico Dimarco,Hellas Verona,22,1997,29.0,2151,127,596,982,721,67,1776,14,24,58.3,15,1,1247,6990,4331,164,65,9,20,16,1442,1303,90.4,85
Mitchell Dijks,Bologna,27,1993,16.5,995,53,349,444,289,22,838,29,63,46.0,31,5,601,3246,1928,66,27,4,18,18,668,601,90.0,28
Daan Dierckx,Parma,17,2003,5.2,258,48,144,128,5,2,253,0,0,,0,0,153,822,425,10,2,0,1,1,180,174,96.7,0
Giovanni Di Lorenzo,Napoli,26,1993,36.0,2911,123,874,1471,778,71,2538,28,56,50.0,32,7,1965,9884,5888,254,70,13,25,21,2183,2042,93.5,83
Kastriot Dermaku,Parma,28,1992,1.1,52,15,34,20,0,0,50,0,0,,0,0,28,144,76,1,0,0,0,0,31,30,96.8,0
Fabio Depaoli,Atalanta,23,1997,2.1,132,3,24,66,52,5,118,1,1,100.0,1,0,86,326,171,7,3,0,4,5,107,88,82.2,10
Fabio Depaoli,Benevento,23,1997,12.4,543,49,217,217,131,12,469,4,10,40.0,4,0,273,1297,633,31,3,1,7,4,315,273,86.7,14
Stefano Denswil,Bologna,27,1993,1.3,90,3,39,40,19,0,82,1,1,100.0,1,0,62,229,139,4,3,0,0,0,60,60,100.0,0
Merih Demiral,Juventus,22,1998,10.4,729,111,396,335,29,12,706,3,3,100.0,3,0,448,2063,776,16,5,0,1,3,543,532,98.0,3
Cristian Dell'Orco,Spezia,26,1994,2.9,170,24,80,82,17,2,148,0,0,,0,0,80,508,310,5,1,0,2,2,91,87,95.6,1
Lorenzo De Silvestri,Bologna,32,1988,23.8,1500,97,537,735,308,27,1290,4,7,57.1,5,0,788,4230,1961,62,25,0,5,14,968,878,90.7,28
Mattia De Sciglio,Juventus,27,1992,0.3,15,0,5,4,7,3,15,0,0,,0,0,10,50,20,1,0,1,0,0,14,13,92.9,4
Sebastien De Maio,Udinese,33,1987,9.5,466,66,256,226,13,6,449,2,2,100.0,2,0,235,1421,683,8,2,0,1,1,253,242,95.7,3
PaweÅ‚ Dawidowicz,Hellas Verona,25,1995,20.7,1100,139,552,496,115,20,1053,5,6,83.3,5,1,570,2873,1532,44,16,0,7,3,622,593,95.3,15
Matteo Darmian,Inter,30,1989,12.9,637,39,199,220,243,30,540,2,10,20.0,2,0,360,1607,926,40,14,6,5,5,422,366,86.7,34
Matteo Darmian,Parma,30,1989,2.3,127,9,50,60,22,0,108,1,2,50.0,1,0,66,220,96,3,0,0,1,1,78,71,91.0,8
Danilo,Juventus,29,1991,32.4,2747,163,909,1577,415,24,2560,20,22,90.9,20,1,1879,8714,4925,199,42,5,13,12,2077,2025,97.5,29
Diogo Dalot,Milan,21,1999,12.1,764,56,251,369,185,19,659,9,13,69.2,10,0,418,2366,1395,56,20,9,12,3,450,410,91.1,18
Danilo D'Ambrosio,Inter,31,1988,7.8,555,67,234,270,80,10,521,1,2,50.0,1,0,364,1534,918,29,8,0,10,4,436,413,94.7,13
Lennart-Marten Czyborra,Genoa,21,1999,13.0,694,37,209,326,186,13,582,10,20,50.0,10,1,400,1688,806,41,7,2,13,9,463,404,87.3,19
Giuseppe Cuomo,Crotone,22,1998,8.9,614,54,332,300,24,4,587,4,13,30.8,5,0,374,2185,1152,27,5,0,1,7,386,379,98.2,1
Domenico Criscito,Genoa,33,1986,19.2,1248,142,515,675,146,7,1170,4,9,44.4,5,0,750,4091,2650,91,28,0,6,6,800,783,97.9,4
Andrea Conti,Milan,26,1994,0.3,29,1,7,20,4,0,26,2,2,100.0,2,0,24,116,76,3,1,0,1,1,21,21,100.0,0
Andrea Conti,Parma,26,1994,9.0,549,27,207,279,96,13,465,2,6,33.3,2,0,290,1373,814,28,13,0,6,7,348,313,89.9,8
Omar Colley,Sampdoria,27,1992,28.8,1651,270,936,749,56,21,1610,1,2,50.0,1,0,885,5065,2528,55,9,0,3,4,1032,996,96.5,4
Vlad ChiricheÈ™,Sassuolo,30,1989,20.4,1805,242,839,1019,81,19,1766,12,18,66.7,13,0,1306,6492,3690,90,24,2,4,9,1385,1356,97.9,7
Federico Chiesa,Fiorentina,22,1997,2.7,158,5,33,57,77,23,138,8,13,61.5,8,0,116,611,416,26,5,9,5,6,119,104,87.4,16
Giorgio Chiellini,Juventus,35,1984,15.4,1227,185,583,663,51,13,1184,3,4,75.0,3,0,787,4288,2235,43,11,0,0,4,939,925,98.5,6
Julian Chabot,Spezia,22,1998,18.4,1267,111,632,696,31,15,1200,13,14,92.9,13,0,767,4571,2513,55,7,2,7,4,830,814,98.1,3
Luca Ceppitelli,Cagliari,30,1989,16.3,976,143,484,475,74,13,938,2,4,50.0,2,0,560,2908,1587,39,6,0,6,3,652,638,97.9,3
Federico Ceccherini,Fiorentina,28,1992,3.0,147,24,93,63,1,1,141,0,0,,0,0,86,498,251,4,0,0,1,1,84,82,97.6,1
Federico Ceccherini,Hellas Verona,28,1992,19.3,1116,102,483,595,112,29,1063,11,15,73.3,12,0,625,3180,1764,67,22,1,7,5,680,641,94.3,15
Francesco Cassata,Genoa,23,1997,2.3,126,8,43,53,36,0,108,2,5,40.0,3,1,80,393,217,12,4,0,2,6,80,68,85.0,3
Andrea Carboni,Cagliari,19,2001,12.1,728,77,310,379,80,11,676,5,10,50.0,6,2,406,2345,1430,54,14,1,2,0,484,466,96.3,4
Elio Capradossi,Spezia,24,1996,1.0,58,18,43,16,2,2,55,0,0,,0,0,25,139,57,0,0,0,1,0,36,35,97.2,1
Luca Caldirola,Benevento,29,1991,17.5,923,156,546,422,41,13,864,0,0,,0,0,493,3803,2474,50,10,0,1,1,613,596,97.2,4
Mattia Caldara,Atalanta,26,1994,1.2,71,6,34,36,5,3,69,0,0,,0,0,45,228,64,4,1,0,0,0,37,36,97.3,1
Riccardo Calafiori,Roma,18,2002,0.7,56,2,22,26,12,1,48,0,1,0.0,0,0,32,210,128,5,1,0,3,1,34,31,91.2,1
Davide Calabria,Milan,23,1996,29.4,2118,122,705,1107,447,37,1878,17,37,45.9,17,3,1282,6548,3949,152,48,5,20,15,1372,1283,93.5,61
Arturo Calabresi,Cagliari,24,1996,0.2,20,0,4,6,11,0,16,1,1,100.0,1,0,11,58,37,2,1,0,0,0,10,9,90.0,1
MartÃ­n CÃ¡ceres,Fiorentina,33,1987,24.9,1227,105,373,676,252,25,1087,2,9,22.2,3,1,711,3620,2159,79,26,0,6,11,801,745,93.0,22
Maxime Busi,Parma,20,1999,13.3,940,42,318,489,197,15,827,11,22,50.0,13,2,564,2902,1771,72,16,3,14,8,670,610,91.0,19
Alessandro Buongiorno,Torino,21,1999,9.5,531,72,268,296,29,7,508,2,2,100.0,2,0,327,2164,1274,27,4,0,6,3,348,336,96.6,2
Gleison Bremer,Torino,23,1997,32.6,2020,276,1089,959,105,39,1972,6,12,50.0,7,0,1246,7297,3721,69,13,0,9,12,1295,1255,96.9,10
Leonardo Bonucci,Juventus,33,1987,22.5,1670,238,831,898,58,20,1610,4,5,80.0,4,0,1073,5435,3184,49,7,0,7,2,1299,1272,97.9,8
Kevin Bonifazi,Udinese,24,1996,27.4,1609,308,914,699,88,23,1552,13,18,72.2,16,1,1090,6342,3029,66,12,1,11,5,1085,1063,98.0,4
Davide Biraschi,Genoa,26,1994,10.2,624,46,259,327,69,4,561,3,9,33.3,3,0,400,1624,926,26,4,1,9,7,399,391,98.0,11
Cristiano Biraghi,Fiorentina,27,1992,31.1,1984,94,432,806,851,59,1579,16,34,47.1,17,2,1117,5511,3229,159,53,9,23,8,1305,1180,90.4,81
Bartosz BereszyÅ„ski,Sampdoria,28,1992,29.0,1786,145,656,835,401,20,1519,17,26,65.4,18,2,947,4900,2686,98,32,4,22,17,1039,959,92.3,35
Rodrigo BecÃ£o,Udinese,24,1996,30.9,1704,245,861,816,129,30,1650,8,10,80.0,8,1,1046,5205,3202,86,14,0,10,10,1132,1089,96.2,18
Bastos,Lazio,29,1991,0.7,53,7,28,20,8,2,51,2,4,50.0,2,0,37,155,69,2,1,0,0,2,36,35,97.2,1
Simone Bastoni,Spezia,23,1996,16.9,1272,45,371,603,414,35,1089,14,27,51.9,15,0,763,4992,3050,111,51,5,24,20,841,768,91.3,40
Alessandro Bastoni,Inter,21,1999,32.5,2536,310,1004,1388,331,18,2427,7,10,70.0,8,0,1786,9934,6299,215,62,1,9,10,1969,1933,98.2,16
Antonio Barreca,Fiorentina,25,1995,0.9,54,1,8,24,25,3,39,0,0,,0,0,25,124,86,8,2,1,0,1,38,29,76.3,1
Federico Barba,Benevento,26,1993,29.5,1671,200,831,717,217,29,1439,4,8,50.0,4,0,891,4900,2518,69,18,4,6,9,956,906,94.8,10
Mattia Bani,Genoa,26,1993,10.2,644,106,367,276,25,7,624,1,3,33.3,1,0,330,1613,716,12,3,0,0,3,397,381,96.0,3
Mattia Bani,Parma,26,1993,12.7,841,143,508,351,24,10,814,1,1,100.0,1,0,491,2715,1416,21,2,0,0,0,603,588,97.5,3
Botond Balogh,Parma,18,2002,1.8,105,15,69,41,3,1,100,1,1,100.0,1,0,61,365,216,4,1,0,1,0,70,68,97.1,1
Kaan Ayhan,Sassuolo,25,1994,8.8,645,76,206,387,89,6,610,3,4,75.0,3,0,448,2175,1490,68,17,3,2,1,493,472,95.7,5
Tommaso Augello,Sampdoria,25,1994,35.7,2349,125,751,1102,666,35,2005,29,56,51.8,35,4,1420,7901,4740,163,71,5,33,24,1562,1435,91.9,66
NicolÃ² Armini,Lazio,19,2001,0.1,5,1,2,2,1,0,5,0,0,,0,0,2,19,7,1,0,0,0,0,3,3,100.0,0
Valentin Antov,Bologna,19,2000,2.6,151,33,101,57,3,0,139,1,1,100.0,1,0,84,539,320,3,0,0,0,0,92,92,100.0,0
Cristian Ansaldi,Torino,33,1986,21.6,1213,71,318,540,458,32,983,34,63,54.0,36,2,769,5796,3089,148,47,10,14,22,775,682,88.0,29
Davide Angelo Ghislandi,Atalanta,19,2001,0.1,4,1,1,1,2,0,4,0,0,,0,0,3,1,0,0,0,0,0,0,3,3,100.0,0
Djavan Anderson,Lazio,25,1995,0.8,38,1,6,18,18,0,31,0,1,0.0,0,0,26,168,78,6,1,0,1,1,25,20,80.0,1
Wisdom Amey,Bologna,14,2005,0.0,4,0,0,3,1,0,2,0,0,,0,0,2,22,21,0,0,0,0,0,2,2,100.0,0
Bruno Alves,Parma,38,1981,18.1,1076,199,624,491,40,18,1038,2,4,50.0,2,0,597,3566,1851,23,2,0,2,1,730,720,98.6,5
Francesco Acerbi,Lazio,32,1988,31.3,2382,348,1231,1170,195,19,2279,11,12,91.7,11,0,1448,9806,5206,116,32,1,14,8,1592,1549,97.3,22
Iyenoma Udogie,Hellas Verona,17,2002,1.9,140,11,40,73,33,1,130,1,2,50.0,2,1,98,569,238,8,2,0,1,1,96,86,89.6,3
AndrÃ©s Tello,Benevento,23,1996,4.6,254,18,76,106,79,14,237,3,6,50.0,4,0,136,635,394,16,2,4,9,4,183,152,83.1,14
Kevin RÃ¼egg,Hellas Verona,21,1998,2.3,105,4,25,43,43,3,90,4,4,100.0,4,0,59,299,138,8,2,0,4,2,77,59,76.6,6
Ivan RadovanoviÄ‡,Genoa,31,1988,24.8,1357,247,768,632,36,4,1325,6,8,75.0,6,0,831,4792,2467,50,1,0,0,5,871,848,97.4,5
Manolo Portanova,Genoa,20,2000,0.7,41,4,13,24,10,0,41,1,3,33.3,1,0,32,120,42,2,0,0,2,3,38,26,68.4,7
Luca Pellegrini,Genoa,21,1999,7.1,429,21,121,191,145,14,378,15,28,53.6,16,2,295,1268,756,35,12,2,20,15,311,274,88.1,20
Marco Parolo,Lazio,35,1985,7.3,450,45,177,237,62,7,437,2,4,50.0,3,0,244,1271,688,18,9,0,6,4,299,270,90.3,13
Gary Medel,Bologna,32,1987,5.7,387,47,187,204,26,1,370,2,2,100.0,2,1,245,1309,642,12,2,0,2,2,249,243,97.6,1
Senad LuliÄ‡,Lazio,34,1986,8.0,427,17,113,187,155,25,389,10,15,66.7,10,0,257,1538,884,35,17,4,11,7,307,263,85.7,26
Mehdi LÃ©ris,Sampdoria,22,1998,4.3,313,20,78,137,125,16,291,5,13,38.5,5,0,210,1280,810,32,12,5,12,4,228,184,80.7,25
Paolo Ghiglione,Genoa,23,1997,15.1,750,47,217,315,273,24,658,6,22,27.3,6,0,449,2553,1612,76,34,8,19,6,554,456,82.3,31
Paolo FaragÃ²,Cagliari,27,1993,4.1,281,27,88,123,86,6,242,2,6,33.3,3,0,153,714,362,22,3,1,2,3,183,165,90.2,5
Simone Edera,Torino,23,1997,0.6,33,2,11,12,12,1,27,2,2,100.0,2,0,16,65,42,3,0,1,1,0,20,14,70.0,0
Juan Cuadrado,Juventus,32,1988,24.2,2048,45,471,963,750,72,1827,56,77,72.7,58,4,1459,6843,4519,215,51,32,24,32,1658,1516,91.4,91
Giovanni Crociata,Crotone,22,1997,0.3,25,1,5,11,12,2,24,4,5,80.0,4,0,22,169,80,3,1,0,1,2,18,16,88.9,3
Bryan Cristante,Roma,25,1995,23.9,1737,187,714,965,195,27,1675,17,21,81.0,17,0,1228,7647,3922,104,22,3,17,15,1352,1288,95.3,50
Federico Bernardeschi,Juventus,26,1994,10.8,714,32,151,320,303,36,638,20,34,58.8,22,3,501,3016,1569,66,22,9,17,18,577,498,86.3,59
Kwadwo Asamoah,Cagliari,31,1988,2.5,130,9,34,69,37,1,119,0,1,0.0,0,0,91,417,254,9,3,0,1,1,89,79,88.8,4
Nahitan NÃ¡ndez,Cagliari,24,1995,30.4,1577,73,378,756,574,66,1442,38,62,61.3,38,1,1062,6410,3490,140,48,16,43,49,1323,1026,77.6,111
Salvatore Molina,Crotone,28,1992,25.7,1347,92,430,641,369,29,1267,28,48,58.3,30,1,895,4924,2416,107,31,7,22,37,1001,884,88.3,57
Filippo Melegoni,Genoa,21,1999,4.3,306,14,78,151,95,5,280,9,15,60.0,9,0,223,1104,636,27,9,2,11,7,237,217,91.6,20
Riccardo Improta,Benevento,26,1993,25.9,1235,72,316,580,441,57,1141,20,31,64.5,21,0,777,4620,2685,111,44,8,25,37,1002,800,79.8,93
Alberto Grassi,Parma,25,1995,13.1,641,53,209,339,129,20,612,5,12,41.7,5,0,361,1672,824,33,13,4,14,9,434,374,86.2,22
Alessandro Di Pardo,Juventus,21,1999,0.2,10,1,5,5,1,0,9,2,2,100.0,2,1,10,50,28,1,0,0,0,0,7,7,100.0,0
Andrea Danzi,Hellas Verona,21,1999,1.2,47,4,12,30,5,0,47,0,0,,0,0,27,93,16,1,0,0,3,0,32,30,93.8,1
Federico Chiesa,Juventus,22,1997,24.6,1100,22,165,457,579,122,1050,35,62,56.5,36,3,821,5110,3332,159,45,44,36,42,1003,789,78.7,132
Chaka TraorÃ¨,Parma,15,2004,0.2,19,0,3,11,8,3,19,0,2,0.0,0,0,13,65,45,3,3,0,0,2,21,16,76.2,6
Ivan PeriÅ¡iÄ‡,Inter,31,1989,19.9,1019,53,224,373,468,96,890,7,18,38.9,7,0,550,3407,2006,109,17,26,21,14,756,623,82.4,75
CristÃ³bal Montiel RodrÃ­guez,Fiorentina,20,2000,0.0,5,0,0,3,3,0,4,0,0,,0,0,3,5,0,0,0,0,0,1,6,3,50.0,0
Johan Mojica,Atalanta,27,1992,3.3,265,12,64,113,99,6,243,3,5,60.0,3,0,194,914,409,25,8,1,6,6,199,180,90.5,12
Pol Lirola,Fiorentina,22,1997,5.5,352,20,88,168,126,13,308,8,13,61.5,9,1,204,1178,788,40,16,7,6,7,257,221,86.0,12
Faouzi Ghoulam,Napoli,29,1991,3.2,287,8,60,145,96,2,240,3,4,75.0,3,0,167,710,413,16,4,1,3,2,216,195,90.3,11
Arturo Calabresi,Bologna,24,1996,0.2,7,4,6,1,0,0,5,0,0,,0,0,1,0,0,0,0,0,0,0,1,1,100.0,0
Piotr ZieliÅ„ski,Napoli,26,1994,28.0,1540,30,184,819,690,90,1476,53,88,60.2,55,13,1095,6827,3741,196,81,14,46,33,1461,1223,83.7,201
NiccolÃ² Zanellato,Crotone,22,1998,18.2,883,41,226,555,147,11,865,15,19,78.9,15,0,560,2168,868,27,8,0,16,10,688,611,88.8,27
Nicola Zalewski,Roma,18,2002,0.1,9,0,1,5,4,0,8,0,0,,0,0,7,16,14,1,1,0,0,0,8,7,87.5,1
Miha Zajc,Genoa,26,1994,20.7,1282,30,228,753,380,35,1191,26,40,65.0,27,2,890,4709,2432,109,33,5,34,25,1025,872,85.1,43
Walace,Udinese,25,1995,22.8,1417,68,445,831,221,13,1381,26,36,72.2,28,2,977,4382,2077,56,14,1,24,20,1003,946,94.3,19
MiloÅ¡ VuliÄ‡,Crotone,23,1996,14.5,744,17,170,400,231,36,707,12,29,41.4,14,1,499,2920,1159,54,14,3,29,19,604,513,84.9,43
Giacomo Vrioni,Juventus,21,1998,0.0,3,0,0,1,2,2,3,0,0,,0,0,2,18,16,1,0,1,1,0,2,2,100.0,1
Nicolas Viola,Benevento,30,1989,11.5,625,22,134,352,169,14,555,9,19,47.4,12,2,381,2139,933,25,7,2,13,13,416,365,87.7,10
Gonzalo Villar,Roma,22,1998,20.7,1471,32,319,977,287,21,1439,33,45,73.3,34,1,1146,5856,3060,124,38,9,16,17,1182,1109,93.8,37
Ronaldo Vieira,Hellas Verona,22,1998,2.5,143,7,24,92,36,2,139,2,2,100.0,2,0,89,390,166,7,7,0,1,2,95,86,90.5,3
Arturo Vidal,Inter,33,1987,12.6,878,25,218,500,223,35,870,5,7,71.4,5,0,556,2551,1518,63,18,4,8,6,700,631,90.1,36
Valerio Verre,Sampdoria,26,1994,11.1,696,8,82,367,289,33,676,17,30,56.7,19,0,517,2523,1440,61,24,1,42,23,718,537,74.8,102
Jordan Veretout,Roma,27,1993,22.8,1474,35,276,917,383,40,1373,13,22,59.1,14,0,1028,5654,3025,128,30,11,15,15,1226,1110,90.5,61
Miguel Veloso,Hellas Verona,34,1986,14.6,980,44,217,634,192,7,927,12,16,75.0,13,2,594,3268,1597,49,16,1,8,11,638,597,93.6,14
MatÃ­as Vecino,Inter,28,1991,3.1,152,6,39,87,35,5,148,2,3,66.7,2,0,96,437,245,13,2,0,5,1,132,119,90.2,8
Kacper Urbanski,Bologna,15,2004,0.0,8,0,1,5,3,0,8,0,0,,0,0,6,55,36,1,0,0,0,0,6,6,100.0,1
Ä½ubomÃ­r Tupta,Hellas Verona,22,1998,0.6,13,0,1,4,8,3,13,0,0,,0,0,9,67,15,1,0,0,0,1,20,11,55.0,7
Sandro Tonali,Milan,20,2000,14.8,901,43,254,516,193,11,861,6,10,60.0,6,0,567,2997,1591,53,19,1,10,13,628,590,93.9,17
Morten Thorsby,Sampdoria,24,1996,29.4,1311,69,331,738,285,61,1283,12,17,70.6,12,1,639,2690,1360,68,21,6,29,23,1044,773,74.0,58
