Player,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
Vincenzo Millico,Torino,19,2000,0.2,0,0,0,0,0,0,0,,0,7,1,14.3,3,4,0,0,0,0,0,0,0,0,0
Valentin Mihaila,Parma,20,2000,7.8,5,3,1,3,1,1,15,6.7,14,110,23,20.9,26,37,47,11,2,0,9,4,9,6,0
Dries Mertens,Napoli,33,1987,16.2,18,15,5,8,5,5,23,21.7,18,343,87,25.4,24,128,191,9,2,0,7,8,26,5,0
Dennis Man,Parma,21,1998,7.8,11,4,6,4,1,6,24,25.0,18,114,23,20.2,27,55,32,7,0,0,7,6,17,5,0
Ruslan Malinovskyi,Atalanta,27,1993,20.8,23,17,1,16,6,5,20,25.0,15,410,111,27.1,45,184,181,19,1,0,18,3,26,6,1
Daniel Maldini,Milan,18,2001,0.3,1,0,0,1,0,0,2,0.0,2,16,7,43.8,5,5,6,0,0,0,0,0,1,0,0
Fernando Llorente,Napoli,35,1985,0.6,0,0,0,0,0,0,0,,0,6,2,33.3,0,3,3,0,0,0,0,0,0,0,0
Sam Lammers,Atalanta,23,1997,3.2,3,3,0,2,1,0,5,0.0,5,44,12,27.3,2,18,24,1,1,0,0,0,3,3,0
Aleksandr Kokorin,Fiorentina,29,1991,1.0,0,0,0,0,0,0,1,0.0,1,7,0,0.0,5,1,1,0,0,0,0,1,1,0,0
Justin Kluivert,Roma,21,1999,0.2,0,0,0,0,0,0,0,,0,8,1,12.5,2,3,3,0,0,0,0,0,0,0,0
Yann Karamoh,Parma,22,1998,14.4,26,20,9,12,5,10,24,41.7,14,238,62,26.1,47,109,82,11,1,0,10,7,33,7,0
Hamed Junior TraorÃ¨,Sassuolo,20,2000,19.9,37,24,14,12,11,14,32,43.8,18,344,104,30.2,78,151,115,20,4,1,16,18,55,14,1
Josip IliÄiÄ‡,Atalanta,32,1988,17.0,9,4,1,3,5,3,19,15.8,16,194,54,27.8,16,75,103,13,0,0,13,6,15,2,2
LukÃ¡Å¡ HaraslÃ­n,Sassuolo,24,1996,3.7,10,5,2,6,2,3,6,50.0,3,58,15,25.9,16,24,18,4,0,0,4,2,12,4,0
Papu GÃ³mez,Atalanta,32,1988,7.4,5,4,2,2,1,0,5,0.0,5,86,22,25.6,11,50,25,6,1,0,5,3,8,1,0
Fernando Forestieri,Udinese,30,1990,6.1,12,9,6,4,2,2,4,50.0,2,117,39,33.3,18,45,54,7,0,0,7,1,13,2,0
Denis DrÄƒguÈ™,Crotone,21,1999,2.0,3,3,0,0,3,0,5,0.0,5,47,13,27.7,9,19,19,4,0,0,4,1,4,0,0
Giuseppe Di Serio,Benevento,19,2001,3.2,2,2,2,0,0,1,6,16.7,5,64,10,15.6,17,28,19,4,0,0,4,1,3,1,0
Jacopo Dezi,Parma,28,1992,0.9,2,1,0,1,1,1,4,25.0,3,22,3,13.6,3,12,7,4,0,0,4,1,3,0,0
GrÃ©goire Defrel,Sassuolo,29,1991,14.9,17,12,6,3,8,3,10,30.0,7,234,65,27.8,34,101,99,16,1,0,15,8,25,2,1
Patrick Cutrone,Fiorentina,22,1998,2.2,3,2,2,1,0,0,4,0.0,4,63,11,17.5,11,30,22,3,0,0,3,0,3,0,0
Ebrima Colley,Hellas Verona,20,2000,8.2,8,5,0,8,0,4,11,36.4,7,131,39,29.8,27,52,52,9,0,0,9,2,10,1,0
JosÃ© CallejÃ³n,Fiorentina,33,1987,7.4,6,2,1,2,3,4,11,36.4,7,73,29,39.7,10,30,33,4,1,0,3,7,13,6,0
Juan Brunetta,Parma,23,1997,5.3,3,1,1,2,0,0,5,0.0,5,68,19,27.9,6,33,29,4,0,0,4,1,4,2,0
Jeremie Boga,Sassuolo,23,1997,19.8,15,13,5,3,7,1,13,7.7,12,219,67,30.6,42,76,101,17,0,0,17,12,27,11,0
Domenico Berardi,Sassuolo,25,1994,27.5,40,23,18,8,14,14,55,25.5,41,430,138,32.1,131,170,129,36,2,0,34,35,75,39,0
Musa Barrow,Bologna,21,1998,32.5,21,8,6,9,6,4,27,14.8,23,462,120,26.0,100,166,196,44,4,0,40,14,35,18,0
Simone Zaza,Torino,29,1991,16.6,14,8,3,7,4,2,14,14.3,12,236,57,24.2,20,85,131,15,2,0,13,5,19,6,0
DuvÃ¡n Zapata,Atalanta,29,1991,26.4,8,6,3,3,2,2,9,22.2,7,232,65,28.0,17,72,143,23,6,0,17,10,18,18,0
DuÅ¡an VlahoviÄ‡,Fiorentina,20,2000,32.5,9,5,4,2,3,4,14,28.6,10,421,95,22.6,31,185,205,19,7,0,12,12,21,13,0
Edoardo Vergani,Bologna,19,2001,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,1,3,0,0,0,0,0,0,0,0
Daniele Verde,Spezia,24,1996,10.9,4,3,2,1,1,3,11,27.3,8,82,25,30.5,13,28,41,11,0,0,11,8,12,8,0
Ernesto Torregrossa,Sampdoria,28,1992,1.9,1,1,0,0,1,0,2,0.0,2,28,5,17.9,2,17,9,5,1,0,4,1,2,1,0
Mattia Sprocati,Parma,27,1993,0.2,0,0,0,0,0,0,1,0.0,1,2,2,100.0,0,2,0,0,0,0,0,0,0,0,0
Giovanni Simeone,Cagliari,25,1995,19.3,22,15,5,12,5,2,22,9.1,20,373,101,27.1,36,167,170,24,1,0,23,15,37,16,0
Luca Siligardi,Parma,32,1988,0.4,1,1,1,0,0,0,2,0.0,2,6,1,16.7,0,4,2,0,0,0,0,0,1,0,0
Eldor Shomurodov,Genoa,25,1995,18.6,29,17,8,13,8,4,19,21.1,15,390,109,27.9,46,191,153,19,2,0,17,7,36,13,0
Gianluca Scamacca,Genoa,21,1999,15.0,20,11,6,7,7,7,20,35.0,13,230,59,25.7,27,103,100,14,4,0,10,8,28,15,0
Riccardo Saponara,Fiorentina,28,1991,0.6,1,1,0,1,0,1,3,33.3,2,10,2,20.0,1,6,3,1,0,0,1,0,1,0,0
Federico Santander,Bologna,29,1991,0.4,0,0,0,0,0,0,0,,0,8,5,62.5,0,3,5,0,0,0,0,0,0,0,0
Alexis SÃ¡nchez,Inter,31,1988,12.7,16,10,4,7,5,2,15,13.3,13,261,63,24.1,37,109,115,9,1,0,8,11,27,2,0
Antonio Sanabria,Torino,24,1996,10.9,7,4,2,2,3,3,11,27.3,8,211,36,17.1,17,105,89,7,1,0,6,10,17,7,0
Alexis Saelemaekers,Milan,21,1999,22.4,47,31,20,21,6,16,57,28.1,41,523,159,30.4,160,216,147,40,1,0,39,28,75,6,0
Cristiano Ronaldo,Juventus,35,1985,31.1,9,3,3,5,1,4,21,19.0,17,225,61,27.1,24,89,112,15,5,0,10,8,17,16,0
Federico Ricci,Sassuolo,26,1994,0.0,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0
Franck RibÃ©ry,Fiorentina,37,1983,23.9,25,20,4,9,12,9,34,26.5,25,477,117,24.5,101,210,166,13,2,0,11,8,33,0,0
Ante RebiÄ‡,Milan,26,1993,19.7,27,18,4,8,15,8,35,22.9,27,327,86,26.3,34,135,158,24,2,0,22,11,38,15,0
Antonio Raimondo,Bologna,16,2004,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
Simone Rabbi,Bologna,18,2001,0.4,1,1,0,1,0,0,1,0.0,1,8,2,25.0,2,2,4,0,0,0,0,0,1,0,0
Fabio Quagliarella,Sampdoria,37,1983,24.5,12,8,3,5,4,0,16,0.0,16,368,79,21.5,41,162,165,16,4,0,12,6,18,11,0
Ignacio Pussetto,Udinese,24,1995,8.4,22,15,8,10,4,4,17,23.5,13,178,46,25.8,23,83,72,13,0,0,13,10,32,11,0
Matteo Politano,Napoli,26,1993,21.2,21,14,16,3,2,10,39,25.6,29,277,68,24.5,89,101,87,20,1,0,19,21,42,20,0
Andrea Pinamonti,Inter,21,1999,1.9,0,0,0,0,0,0,0,,0,43,10,23.3,2,15,26,1,0,0,1,0,0,2,0
Roberto Piccoli,Spezia,19,2001,7.8,8,6,0,6,2,3,8,37.5,5,154,41,26.6,6,59,89,8,1,0,7,2,10,8,0
Andrea Petagna,Napoli,25,1995,10.7,4,2,0,4,0,2,5,40.0,3,94,18,19.1,9,39,46,7,1,0,6,1,5,9,0
Graziano PellÃ¨,Parma,35,1985,6.8,3,2,0,2,1,2,9,22.2,7,92,14,15.2,5,56,31,4,0,0,4,2,5,8,0
Leonardo Pavoletti,Cagliari,31,1988,17.6,6,4,2,4,0,0,15,0.0,15,299,57,19.1,37,128,134,9,4,0,5,4,10,32,0
Rodrigo Palacio,Bologna,38,1982,27.8,17,12,3,6,8,1,13,7.7,12,406,120,29.6,29,148,229,17,1,0,16,7,24,23,1
Victor Osimhen,Napoli,21,1998,17.5,22,12,4,6,12,4,11,36.4,7,316,79,25.0,17,110,189,12,4,0,8,9,31,11,0
Stefano Okaka,Udinese,30,1989,16.5,11,8,3,5,3,2,10,20.0,8,229,48,21.0,19,109,101,10,4,0,6,5,16,22,0
M'Bala Nzola,Spezia,23,1996,21.1,12,8,2,6,4,1,4,25.0,3,340,98,28.8,10,140,190,26,3,0,23,6,18,19,0
Simeon Nwankwo,Crotone,28,1992,32.7,10,8,2,7,1,3,15,20.0,12,401,79,19.7,28,200,173,25,5,0,20,7,17,52,1
Ilija Nestorovski,Udinese,30,1990,7.8,5,3,3,1,1,1,14,7.1,13,126,23,18.3,27,65,34,5,0,0,5,4,9,11,0
Vedat Muriqi,Lazio,26,1994,9.2,4,3,1,2,1,0,7,0.0,7,142,37,26.1,11,64,67,10,1,0,9,2,6,20,0
Luis Muriel,Atalanta,29,1991,16.0,20,12,6,5,9,6,24,25.0,18,279,73,26.2,29,111,139,16,0,0,16,7,27,7,0
Ãlvaro Morata,Juventus,27,1992,22.4,19,12,2,10,7,2,15,13.3,13,332,88,26.5,31,141,160,23,3,0,20,9,28,18,0
Gabriele Moncini,Benevento,24,1996,4.0,2,1,1,0,1,1,2,50.0,1,38,16,42.1,4,15,19,3,0,0,3,2,4,4,0
Borja Mayoral,Roma,23,1997,17.2,6,5,0,2,4,1,12,8.3,11,272,74,27.2,7,124,141,6,0,0,6,3,9,3,1
Giuseppe Mastinu,Spezia,28,1991,0.4,1,1,0,1,0,0,0,,0,8,4,50.0,0,6,2,1,0,0,1,1,2,0,0
Lautaro MartÃ­nez,Inter,22,1997,28.5,24,18,5,9,10,6,20,30.0,14,507,133,26.2,61,206,240,42,7,0,35,28,52,15,0
Mario MandÅ¾ukiÄ‡,Milan,34,1986,2.4,8,5,3,4,1,0,1,0.0,1,62,20,32.3,11,24,27,0,0,0,0,1,9,3,0
Romelu Lukaku,Inter,27,1993,32.0,11,5,1,7,3,3,10,30.0,7,291,80,27.5,10,98,183,19,5,0,14,3,14,34,0
Hirving Lozano,Napoli,25,1995,21.8,34,20,14,14,6,9,32,28.1,23,397,107,27.0,75,174,148,55,3,0,52,18,52,7,0
Fernando Llorente,Udinese,35,1985,7.9,4,2,1,3,0,3,6,50.0,3,117,23,19.7,17,63,37,2,0,0,2,4,8,16,0
Rafael LeÃ£o,Milan,21,1999,21.4,12,8,3,7,2,4,16,25.0,12,230,53,23.0,22,90,118,26,0,0,26,5,17,15,0
Kevin Lasagna,Hellas Verona,27,1992,14.1,6,1,0,4,2,2,5,40.0,3,191,48,25.1,9,59,123,11,1,0,10,4,10,10,0
Kevin Lasagna,Udinese,27,1992,12.3,6,3,1,3,2,1,11,9.1,10,183,41,22.4,23,75,85,10,1,0,9,7,13,7,0
Gianluca Lapadula,Benevento,30,1990,28.5,28,20,2,14,12,6,24,25.0,18,360,83,23.1,27,165,168,18,6,0,12,7,35,12,0
Antonino La Gumina,Sampdoria,24,1996,3.8,3,3,0,1,2,0,0,,0,75,21,28.0,2,19,54,2,1,0,1,4,7,6,0
Viktor Kovalenko,Atalanta,24,1996,0.0,0,0,0,0,0,0,0,,0,3,2,66.7,1,1,1,1,0,0,1,0,0,1,0
Christian KouamÃ©,Fiorentina,22,1997,11.1,16,11,3,4,9,5,13,38.5,8,179,46,25.7,25,65,89,5,0,0,5,4,20,4,0
Augustus Kargbo,Crotone,20,1999,0.4,1,1,0,0,1,0,1,0.0,1,20,6,30.0,1,5,14,0,0,0,0,0,1,0,0
Nikola KaliniÄ‡,Hellas Verona,32,1988,11.8,2,1,1,1,0,0,3,0.0,3,130,38,29.2,7,33,90,4,0,0,4,1,3,6,0
Lorenzo Insigne,Napoli,29,1991,31.8,27,12,8,13,6,11,79,13.9,68,371,94,25.3,125,148,98,33,2,0,31,49,76,11,1
Roberto Inglese,Parma,28,1991,6.4,5,4,1,1,3,1,10,10.0,9,95,19,20.0,15,48,32,10,1,0,9,1,6,4,0
Ciro Immobile,Lazio,30,1990,31.7,15,9,5,3,7,5,23,21.7,18,441,130,29.5,54,159,228,15,0,0,15,5,20,6,0
Zlatan IbrahimoviÄ‡,Milan,38,1981,16.6,7,5,0,4,3,2,10,20.0,8,121,36,29.8,5,54,62,6,3,0,3,7,14,26,1
Emmanuel Gyasi,Spezia,26,1994,31.7,32,20,15,11,6,8,21,38.1,13,405,124,30.6,91,169,145,20,3,0,17,23,55,6,0
Gervinho,Parma,33,1987,22.5,6,4,3,3,0,1,12,8.3,11,199,46,23.1,43,77,79,10,2,0,8,13,19,3,0
Andrey Galabinov,Spezia,31,1988,4.8,1,1,1,0,0,1,1,100.0,0,58,16,27.6,2,30,26,2,0,0,2,0,1,4,0
Adolfo Gaich,Benevento,21,1999,8.5,10,3,2,7,1,0,9,0.0,9,203,40,19.7,15,114,74,8,0,0,8,5,15,4,0
Manolo Gabbiadini,Sampdoria,28,1991,9.7,3,3,0,2,1,1,5,20.0,4,111,28,25.2,11,42,58,3,1,0,2,3,6,6,0
Andrea Favilli,Hellas Verona,23,1997,3.8,3,3,0,1,2,1,2,50.0,1,40,14,35.0,1,14,25,3,1,0,2,0,3,3,0
Diego Farias,Spezia,30,1990,16.8,12,8,5,2,5,3,19,15.8,16,199,47,23.6,45,86,68,17,0,0,17,13,25,3,0
Edin DÅ¾eko,Roma,34,1986,20.3,7,7,2,2,3,3,11,27.3,8,189,55,29.1,7,83,99,15,5,0,10,4,11,11,0
Paulo Dybala,Juventus,26,1993,12.6,15,11,3,7,5,2,12,16.7,10,205,57,27.8,26,84,95,16,0,0,16,3,18,1,0
Amadou Diambo,Benevento,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Samuel Di Carmine,Crotone,31,1988,5.3,5,2,2,1,2,1,3,33.3,2,47,8,17.0,6,27,14,3,0,0,3,1,6,5,0
Samuel Di Carmine,Hellas Verona,31,1988,5.6,0,0,0,0,0,0,3,0.0,3,64,16,25.0,4,23,37,1,1,0,0,0,0,7,0
Gerard Deulofeu,Udinese,26,1994,6.6,2,2,0,0,2,1,10,10.0,9,118,30,25.4,19,48,51,2,0,0,2,3,5,0,0
Mattia Destro,Genoa,29,1991,17.8,10,7,1,4,5,2,9,22.2,7,269,65,24.2,22,111,136,16,1,0,15,2,12,11,0
Kiril Despodov,Cagliari,23,1996,0.1,1,0,0,1,0,1,1,100.0,0,5,2,40.0,0,2,3,1,0,0,1,0,1,0,0
JoaquÃ­n Correa,Lazio,25,1994,21.5,17,10,4,9,4,6,25,24.0,19,339,108,31.9,37,155,147,13,0,0,13,9,26,7,0
Andreas Cornelius,Parma,27,1993,21.1,8,5,1,2,5,1,11,9.1,10,270,65,24.1,21,99,150,11,3,0,8,2,10,29,1
Lorenzo Colombo,Milan,18,2002,1.0,2,2,1,1,0,0,2,0.0,2,32,6,18.8,5,20,7,0,0,0,0,1,3,2,0
Antonio Cioffi,Napoli,17,2002,0.1,0,0,0,0,0,0,0,,0,4,2,50.0,1,3,0,2,0,0,2,1,1,0,0
Alberto Cerri,Cagliari,24,1996,4.1,7,5,0,6,1,1,5,20.0,4,52,13,25.0,4,21,27,7,4,0,3,3,10,6,0
Samu Castillejo,Milan,25,1995,13.1,28,17,12,13,3,17,41,41.5,24,328,82,25.0,65,163,100,18,0,0,18,13,41,9,0
Francesco Caputo,Sassuolo,32,1987,18.9,1,1,0,1,0,0,3,0.0,3,128,39,30.5,2,47,79,9,3,0,6,4,5,2,0
Felipe Caicedo,Lazio,31,1988,10.3,13,8,5,5,3,1,10,10.0,9,169,52,30.8,30,80,59,10,2,0,8,2,15,3,0
Jayden Braaf,Udinese,17,2002,1.3,0,0,0,0,0,0,1,0.0,1,15,2,13.3,2,5,8,2,0,0,2,1,1,0,0
Federico Bonazzoli,Torino,23,1997,6.3,6,4,1,3,2,2,13,15.4,11,117,34,29.1,8,52,57,3,0,0,3,2,8,4,0
Federico Bonazzoli,Sampdoria,23,1997,1.5,1,1,0,1,0,0,1,0.0,1,25,5,20.0,1,11,13,1,0,0,1,0,1,0,0
Andrea Belotti,Torino,26,1993,32.1,31,26,2,18,11,7,29,24.1,22,387,100,25.8,46,177,164,33,5,0,28,8,39,17,0
Keita BaldÃ©,Sampdoria,25,1995,13.3,10,7,2,6,2,3,7,42.9,4,228,49,21.5,12,98,118,7,1,0,6,3,13,6,0
Kevin Agudelo,Spezia,21,1998,15.1,50,30,12,25,13,10,35,28.6,25,356,100,28.1,64,150,142,30,0,0,30,5,55,7,0
Andrea Adorante,Parma,20,2000,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,0,1,2,0,0,0,0,0,0,0,0
