Player,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Riccardo Gagliolo,Parma,30,1990,21.7,2,20,3,15.0,0.92,0.14,0.10,0.67,12.4,0,0,0,2.4,2.4,0.12,-0.4,-0.4
Matteo Gabbia,Milan,20,1999,6.2,0,5,0,0.0,0.81,0.00,0.00,,13.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6
Gianluca Frabotta,Juventus,21,1999,7.7,0,4,2,50.0,0.52,0.26,0.00,0.00,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Daam Foulon,Benevento,21,1999,11.3,0,1,0,0.0,0.09,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Salvador Ferrer,Spezia,22,1998,13.2,0,3,1,33.3,0.23,0.08,0.00,0.00,,,0,0,,,,,
Alex Ferrari,Sampdoria,26,1994,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luiz Felipe,Lazio,23,1997,10.1,0,3,0,0.0,0.30,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Federico Fazio,Roma,33,1987,4.5,1,3,2,66.7,0.67,0.44,0.33,0.50,10.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Mohamed Fares,Lazio,24,1996,12.7,0,14,4,28.6,1.11,0.32,0.00,0.00,18.7,0,0,0,0.9,0.7,0.05,-0.9,-0.7
Davide Faraoni,Hellas Verona,28,1991,32.1,4,36,9,25.0,1.12,0.28,0.11,0.44,12.8,0,0,0,4.1,4.1,0.11,-0.1,-0.1
Paolo FaragÃ²,Bologna,27,1993,0.3,0,1,0,0.0,3.91,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Martin Erlic,Spezia,22,1998,20.0,3,9,3,33.3,0.45,0.15,0.33,1.00,11.0,0,0,0,1.3,1.3,0.14,+1.7,+1.7
Alan Empereur,Hellas Verona,26,1994,2.4,0,1,0,0.0,0.41,0.00,0.00,,7.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
LÃ©o Duarte,Milan,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Radu DrÄƒguÈ™in,Juventus,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Berat Djimsiti,Atalanta,27,1993,29.2,0,21,1,4.8,0.72,0.03,0.00,0.00,9.2,0,0,0,2.1,2.1,0.10,-2.1,-2.1
Koffi Djidji,Crotone,27,1992,16.9,1,4,2,50.0,0.24,0.12,0.25,0.50,8.9,0,0,0,0.4,0.4,0.11,+0.6,+0.6
Federico Dimarco,Hellas Verona,22,1997,29.0,5,38,14,36.8,1.31,0.48,0.13,0.36,20.5,6,0,0,2.3,2.3,0.06,+2.7,+2.7
Mitchell Dijks,Bologna,27,1993,16.5,0,2,0,0.0,0.12,0.00,0.00,,14.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Daan Dierckx,Parma,17,2003,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giovanni Di Lorenzo,Napoli,26,1993,36.0,3,31,12,38.7,0.86,0.33,0.10,0.25,11.9,0,0,0,3.8,3.8,0.12,-0.8,-0.8
Kastriot Dermaku,Parma,28,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fabio Depaoli,Atalanta,23,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fabio Depaoli,Benevento,23,1997,12.4,0,7,1,14.3,0.56,0.08,0.00,0.00,21.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Stefano Denswil,Bologna,27,1993,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Merih Demiral,Juventus,22,1998,10.4,0,7,2,28.6,0.67,0.19,0.00,0.00,10.3,0,0,0,0.7,0.7,0.10,-0.7,-0.7
Cristian Dell'Orco,Spezia,26,1994,2.9,0,1,0,0.0,0.34,0.00,0.00,,6.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Lorenzo De Silvestri,Bologna,32,1988,23.8,2,12,7,58.3,0.50,0.29,0.17,0.29,10.5,0,0,0,2.3,2.3,0.19,-0.3,-0.3
Mattia De Sciglio,Juventus,27,1992,0.3,0,1,0,0.0,3.75,0.00,0.00,,20.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Sebastien De Maio,Udinese,33,1987,9.5,0,5,1,20.0,0.53,0.11,0.00,0.00,12.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
PaweÅ‚ Dawidowicz,Hellas Verona,25,1995,20.7,0,16,4,25.0,0.77,0.19,0.00,0.00,10.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3
Matteo Darmian,Inter,30,1989,12.9,3,9,5,55.6,0.70,0.39,0.33,0.60,13.8,0,0,0,1.2,1.2,0.14,+1.8,+1.8
Matteo Darmian,Parma,30,1989,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Danilo,Juventus,29,1991,32.4,1,18,2,11.1,0.56,0.06,0.06,0.50,21.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2
Diogo Dalot,Milan,21,1999,12.1,1,10,5,50.0,0.83,0.41,0.10,0.20,20.4,0,0,0,0.7,0.7,0.07,+0.3,+0.3
Danilo D'Ambrosio,Inter,31,1988,7.8,3,8,6,75.0,1.03,0.77,0.38,0.50,10.6,0,0,0,1.3,1.3,0.17,+1.7,+1.7
Lennart-Marten Czyborra,Genoa,21,1999,13.0,1,5,2,40.0,0.38,0.15,0.20,0.50,17.5,0,0,0,0.3,0.3,0.05,+0.7,+0.7
Giuseppe Cuomo,Crotone,22,1998,8.9,0,2,0,0.0,0.22,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Domenico Criscito,Genoa,33,1986,19.2,1,5,1,20.0,0.26,0.05,0.00,0.00,28.0,0,1,1,0.9,0.1,0.03,+0.1,-0.1
Andrea Conti,Milan,26,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Conti,Parma,26,1994,9.0,0,5,2,40.0,0.56,0.22,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Omar Colley,Sampdoria,27,1992,28.8,2,12,3,25.0,0.42,0.10,0.17,0.67,9.4,0,0,0,1.5,1.5,0.12,+0.5,+0.5
Vlad ChiricheÈ™,Sassuolo,30,1989,20.4,2,11,3,27.3,0.54,0.15,0.18,0.67,13.5,0,0,0,1.1,1.1,0.10,+0.9,+0.9
Federico Chiesa,Fiorentina,22,1997,2.7,1,9,1,11.1,3.38,0.37,0.11,1.00,17.7,0,0,0,0.7,0.7,0.08,+0.3,+0.3
Giorgio Chiellini,Juventus,35,1984,15.4,0,6,0,0.0,0.39,0.00,0.00,,10.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6
Julian Chabot,Spezia,22,1998,18.4,1,9,2,22.2,0.49,0.11,0.11,0.50,8.9,0,0,0,0.6,0.6,0.07,+0.4,+0.4
Luca Ceppitelli,Cagliari,30,1989,16.3,0,7,1,14.3,0.43,0.06,0.00,0.00,10.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Federico Ceccherini,Fiorentina,28,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Federico Ceccherini,Hellas Verona,28,1992,19.3,0,11,0,0.0,0.57,0.00,0.00,,8.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Francesco Cassata,Genoa,23,1997,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Andrea Carboni,Cagliari,19,2001,12.1,0,5,0,0.0,0.41,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Elio Capradossi,Spezia,24,1996,1.0,0,1,0,0.0,1.00,0.00,0.00,,5.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Luca Caldirola,Benevento,29,1991,17.5,2,8,4,50.0,0.46,0.23,0.25,0.50,12.9,0,0,0,1.0,1.0,0.12,+1.0,+1.0
Mattia Caldara,Atalanta,26,1994,1.2,0,2,0,0.0,1.62,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Riccardo Calafiori,Roma,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Davide Calabria,Milan,23,1996,29.4,2,24,7,29.2,0.82,0.24,0.08,0.29,21.3,0,0,0,1.2,1.2,0.05,+0.8,+0.8
Arturo Calabresi,Cagliari,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
MartÃ­n CÃ¡ceres,Fiorentina,33,1987,24.9,2,15,6,40.0,0.60,0.24,0.13,0.33,15.3,0,0,0,1.3,1.3,0.08,+0.7,+0.7
Maxime Busi,Parma,20,1999,13.3,0,8,1,12.5,0.60,0.08,0.00,0.00,17.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Alessandro Buongiorno,Torino,21,1999,9.5,0,3,0,0.0,0.31,0.00,0.00,,7.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Gleison Bremer,Torino,23,1997,32.6,5,26,9,34.6,0.80,0.28,0.19,0.56,8.9,0,0,0,3.4,3.4,0.13,+1.6,+1.6
Leonardo Bonucci,Juventus,33,1987,22.5,2,16,3,18.8,0.71,0.13,0.13,0.67,12.9,0,0,0,2.7,2.7,0.18,-0.7,-0.7
Kevin Bonifazi,Udinese,24,1996,27.4,0,17,0,0.0,0.62,0.00,0.00,,13.8,0,0,0,1.4,1.4,0.08,-1.4,-1.4
Davide Biraschi,Genoa,26,1994,10.2,0,2,0,0.0,0.20,0.00,0.00,,23.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Cristiano Biraghi,Fiorentina,27,1992,31.1,1,25,6,24.0,0.80,0.19,0.04,0.17,20.1,7,0,0,2.0,2.0,0.08,-1.0,-1.0
Bartosz BereszyÅ„ski,Sampdoria,28,1992,29.0,1,3,1,33.3,0.10,0.03,0.33,1.00,16.8,0,0,0,0.1,0.1,0.04,+0.9,+0.9
Rodrigo BecÃ£o,Udinese,24,1996,30.9,1,11,2,18.2,0.36,0.06,0.09,0.50,8.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1
Bastos,Lazio,29,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simone Bastoni,Spezia,23,1996,16.9,1,21,4,19.0,1.24,0.24,0.05,0.25,19.8,1,0,0,1.4,1.4,0.06,-0.4,-0.4
Alessandro Bastoni,Inter,21,1999,32.5,0,11,2,18.2,0.34,0.06,0.00,0.00,10.0,0,0,0,1.2,1.2,0.11,-1.2,-1.2
Antonio Barreca,Fiorentina,25,1995,0.9,0,2,1,50.0,2.12,1.06,0.00,0.00,14.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Federico Barba,Benevento,26,1993,29.5,0,13,3,23.1,0.44,0.10,0.00,0.00,13.6,0,0,0,1.0,1.0,0.08,-1.0,-1.0
Mattia Bani,Genoa,26,1993,10.2,0,5,1,20.0,0.49,0.10,0.00,0.00,8.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6
Mattia Bani,Parma,26,1993,12.7,0,8,2,25.0,0.63,0.16,0.00,0.00,8.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Botond Balogh,Parma,18,2002,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kaan Ayhan,Sassuolo,25,1994,8.8,0,5,0,0.0,0.57,0.00,0.00,,15.1,2,0,0,0.5,0.5,0.10,-0.5,-0.5
Tommaso Augello,Sampdoria,25,1994,35.7,1,8,2,25.0,0.22,0.06,0.13,0.50,19.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7
NicolÃ² Armini,Lazio,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Valentin Antov,Bologna,19,2000,2.6,0,1,0,0.0,0.39,0.00,0.00,,29.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Cristian Ansaldi,Torino,33,1986,21.6,1,16,6,37.5,0.74,0.28,0.00,0.00,23.9,2,1,1,1.7,0.9,0.06,-0.7,-0.9
Davide Angelo Ghislandi,Atalanta,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Djavan Anderson,Lazio,25,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Wisdom Amey,Bologna,14,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bruno Alves,Parma,38,1981,18.1,1,10,3,30.0,0.55,0.17,0.10,0.33,22.0,3,0,0,0.3,0.3,0.03,+0.7,+0.7
Francesco Acerbi,Lazio,32,1988,31.3,0,8,0,0.0,0.26,0.00,0.00,,13.1,0,0,0,1.0,1.0,0.12,-1.0,-1.0
Iyenoma Udogie,Hellas Verona,17,2002,1.9,0,1,0,0.0,0.53,0.00,0.00,,5.0,0,0,0,0.3,0.3,0.29,-0.3,-0.3
AndrÃ©s Tello,Benevento,23,1996,4.6,1,7,3,42.9,1.53,0.65,0.14,0.33,14.4,0,0,0,0.4,0.4,0.06,+0.6,+0.6
Kevin RÃ¼egg,Hellas Verona,21,1998,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Ivan RadovanoviÄ‡,Genoa,31,1988,24.8,0,6,1,16.7,0.24,0.04,0.00,0.00,17.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Manolo Portanova,Genoa,20,2000,0.7,0,1,1,100.0,1.36,1.36,0.00,0.00,68.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Luca Pellegrini,Genoa,21,1999,7.1,0,5,0,0.0,0.70,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Marco Parolo,Lazio,35,1985,7.3,0,7,1,14.3,0.96,0.14,0.00,0.00,13.7,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Gary Medel,Bologna,32,1987,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Senad LuliÄ‡,Lazio,34,1986,8.0,0,6,3,50.0,0.75,0.38,0.00,0.00,16.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Mehdi LÃ©ris,Sampdoria,22,1998,4.3,0,2,1,50.0,0.47,0.23,0.00,0.00,14.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Paolo Ghiglione,Genoa,23,1997,15.1,0,10,2,20.0,0.66,0.13,0.00,0.00,22.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Paolo FaragÃ²,Cagliari,27,1993,4.1,0,3,0,0.0,0.73,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Simone Edera,Torino,23,1997,0.6,0,3,1,33.3,5.19,1.73,0.00,0.00,27.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2
Juan Cuadrado,Juventus,32,1988,24.2,2,18,6,33.3,0.74,0.25,0.06,0.17,17.7,0,1,1,2.0,1.2,0.07,0.0,-0.2
Giovanni Crociata,Crotone,22,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bryan Cristante,Roma,25,1995,23.9,1,27,7,25.9,1.13,0.29,0.04,0.14,17.9,0,0,0,2.2,2.2,0.08,-1.2,-1.2
Federico Bernardeschi,Juventus,26,1994,10.8,0,13,6,46.2,1.20,0.56,0.00,0.00,17.4,0,0,0,1.5,1.5,0.12,-1.5,-1.5
Kwadwo Asamoah,Cagliari,31,1988,2.5,0,2,1,50.0,0.80,0.40,0.00,0.00,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Nahitan NÃ¡ndez,Cagliari,24,1995,30.4,2,32,14,43.8,1.05,0.46,0.06,0.14,17.7,0,0,0,2.3,2.3,0.07,-0.3,-0.3
Salvatore Molina,Crotone,28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.20,19.6,0,0,0,0.7,0.7,0.05,+0.3,+0.3
Filippo Melegoni,Genoa,21,1999,4.3,0,4,1,25.0,0.93,0.23,0.00,0.00,23.4,2,0,0,0.4,0.4,0.10,-0.4,-0.4
Riccardo Improta,Benevento,26,1993,25.9,1,36,6,16.7,1.39,0.23,0.03,0.17,18.0,0,0,0,2.3,2.3,0.06,-1.3,-1.3
Alberto Grassi,Parma,25,1995,13.1,0,11,3,27.3,0.84,0.23,0.00,0.00,18.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Alessandro Di Pardo,Juventus,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Danzi,Hellas Verona,21,1999,1.2,0,1,0,0.0,0.87,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Federico Chiesa,Juventus,22,1997,24.6,8,60,25,41.7,2.44,1.02,0.13,0.32,17.7,0,0,0,6.0,6.0,0.10,+2.0,+2.0
Chaka TraorÃ¨,Parma,15,2004,0.2,0,1,0,0.0,5.00,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ivan PeriÅ¡iÄ‡,Inter,31,1989,19.9,4,35,10,28.6,1.75,0.50,0.11,0.40,12.8,0,0,0,4.4,4.4,0.13,-0.4,-0.4
CristÃ³bal Montiel RodrÃ­guez,Fiorentina,20,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Johan Mojica,Atalanta,27,1992,3.3,0,4,0,0.0,1.20,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Pol Lirola,Fiorentina,22,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3
Faouzi Ghoulam,Napoli,29,1991,3.2,0,3,0,0.0,0.93,0.00,0.00,,26.2,2,0,0,0.1,0.1,0.03,-0.1,-0.1
Arturo Calabresi,Bologna,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
