Player,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
Giorgos Kiriakopoulos,DF,Sassuolo,24,1996,16.2,844,1013,83.3,13865,4578,418,455,91.9,360,412,87.4,54,107,50.5,0,1.2,-1.2,14,41,15,7,55
Omar Khailoti,DF,Bologna,18,2001,0.3,19,21,90.5,308,77,10,12,83.3,6,6,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,2
Rick Karsdorp,DF,Roma,25,1995,28.3,1131,1349,83.8,21319,6038,430,489,87.9,584,649,90.0,111,176,63.1,6,5.0,+1.0,26,66,40,9,113
Isaac Karamoko,DF,Sassuolo,18,2002,0.0,1,1,100.0,15,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Pierre Kalulu,DF,Milan,20,2000,8.1,427,499,85.6,7973,2656,165,179,92.2,221,245,90.2,33,61,54.1,1,0.4,+0.6,3,25,4,0,29
Musa Juwara,DF,Bologna,18,2001,0.5,22,32,68.8,412,154,9,10,90.0,11,16,68.8,2,5,40.0,0,0.0,0.0,0,3,0,0,4
Juan Jesus,DF,Roma,29,1991,1.7,120,130,92.3,2566,994,31,34,91.2,68,69,98.6,20,25,80.0,0,0.0,0.0,0,8,0,0,7
Armando Izzo,DF,Torino,28,1992,22.3,965,1167,82.7,19688,6464,372,397,93.7,417,472,88.3,169,282,59.9,0,0.4,-0.4,6,76,7,3,75
Ardian Ismajli,DF,Spezia,23,1996,14.4,633,709,89.3,15083,3316,107,120,89.2,382,401,95.3,141,181,77.9,1,0.0,+1.0,0,31,1,1,31
Igor,DF,Fiorentina,22,1998,13.0,716,801,89.4,14996,4832,209,230,90.9,390,421,92.6,114,140,81.4,0,0.2,-0.2,3,59,4,1,62
Roger Ibanez,DF,Roma,21,1998,26.6,1461,1669,87.5,30119,9392,492,539,91.3,743,792,93.8,213,306,69.6,2,0.6,+1.4,8,121,4,0,90
Simone Iacoponi,DF,Parma,33,1987,13.3,627,726,86.4,13960,4706,188,202,93.1,311,335,92.8,124,170,72.9,0,0.0,0.0,0,42,1,0,49
Elseid Hysaj,DF,Napoli,26,1994,19.6,1045,1230,85.0,17548,6057,545,592,92.1,366,417,87.8,111,169,65.7,2,1.6,+0.4,14,71,11,0,84
Wesley Hoedt,DF,Lazio,26,1994,10.6,603,663,91.0,15499,4313,105,116,90.5,310,324,95.7,184,215,85.6,0,0.1,-0.1,2,50,0,0,28
Aaron Hickey,DF,Bologna,18,2002,8.4,339,404,83.9,6100,1977,143,157,91.1,160,187,85.6,32,48,66.7,0,0.3,-0.3,4,24,4,1,24
Theo HernÃ¡ndez,DF,Milan,22,1997,32.6,1541,1897,81.2,26109,9701,767,866,88.6,616,722,85.3,132,229,57.6,5,5.2,-0.2,39,106,46,10,160
Hans Hateboer,DF,Atalanta,26,1994,19.6,877,1007,87.1,13287,4780,505,552,91.5,308,355,86.8,47,68,69.1,1,1.5,-0.5,20,41,23,9,81
Achraf Hakimi,DF,Inter,21,1998,29.6,1279,1550,82.5,20216,6794,708,799,88.6,440,513,85.8,97,151,64.2,8,6.7,+1.3,36,60,50,21,124
Koray GÃ¼nter,DF,Hellas Verona,25,1994,19.6,961,1083,88.7,21347,5256,223,250,89.2,544,584,93.2,188,239,78.7,2,0.4,+1.6,5,39,2,0,64
Robin Gosens,DF,Atalanta,26,1994,28.0,1355,1659,81.7,21763,8674,736,837,87.9,516,612,84.3,82,146,56.2,6,3.9,+2.1,28,97,43,13,187
Vladimir GolemiÄ‡,DF,Crotone,29,1991,26.0,1113,1281,86.9,23169,8039,321,351,91.5,614,666,92.2,163,243,67.1,0,0.2,-0.2,4,36,2,0,51
Edoardo Goldaniga,DF,Genoa,26,1993,20.6,641,878,73.0,12978,5572,246,274,89.8,290,380,76.3,99,198,50.0,1,1.0,0.0,7,56,12,7,60
Diego GodÃ­n,DF,Cagliari,34,1986,27.9,1285,1499,85.7,29479,10769,322,356,90.4,674,732,92.1,281,390,72.1,0,0.5,-0.5,7,81,3,1,67
Kamil Glik,DF,Benevento,32,1988,35.6,1135,1265,89.7,25897,6519,252,277,91.0,623,660,94.4,240,304,78.9,1,1.1,-0.1,4,30,0,0,42
Riccardo Gagliolo,DF,Parma,30,1990,21.7,1082,1341,80.7,23784,9545,325,366,88.8,537,619,86.8,210,328,64.0,2,1.1,+0.9,16,98,21,11,118
Matteo Gabbia,DF,Milan,20,1999,6.2,331,357,92.7,7435,1690,82,88,93.2,178,186,95.7,65,75,86.7,0,0.0,0.0,1,18,0,0,14
Gianluca Frabotta,DF,Juventus,21,1999,7.7,403,484,83.3,6975,2232,168,186,90.3,199,226,88.1,29,52,55.8,1,1.2,-0.2,5,18,5,3,36
Daam Foulon,DF,Benevento,21,1999,11.3,338,458,73.8,6283,2527,127,151,84.1,173,215,80.5,36,73,49.3,1,0.3,+0.7,6,23,6,3,31
Salvador Ferrer,DF,Spezia,22,1998,13.2,,,,,,,,,,,,,,,1,,,,,,,
Alex Ferrari,DF,Sampdoria,26,1994,9.8,413,485,85.2,8417,2740,132,145,91.0,199,222,89.6,71,98,72.4,1,0.4,+0.6,3,18,1,0,22
Luiz Felipe,DF,Lazio,23,1997,10.1,500,546,91.6,10835,2686,147,157,93.6,257,274,93.8,91,108,84.3,0,0.2,-0.2,3,32,2,0,28
Federico Fazio,DF,Roma,33,1987,4.5,269,307,87.6,5260,1645,100,112,89.3,128,135,94.8,38,55,69.1,0,0.0,0.0,0,27,2,0,19
Mohamed Fares,DF,Lazio,24,1996,12.7,426,555,76.8,7026,1943,206,232,88.8,169,214,79.0,33,73,45.2,1,1.5,-0.5,14,18,15,12,29
Davide Faraoni,DF,Hellas Verona,28,1991,32.1,1076,1492,72.1,21123,9090,410,495,82.8,491,642,76.5,160,296,54.1,7,3.8,+3.2,23,99,37,8,147
Paolo FaragÃ²,DF,Bologna,27,1993,0.3,11,13,84.6,201,89,3,4,75.0,7,7,100.0,1,1,100.0,0,0.0,0.0,0,0,1,0,2
Martin Erlic,DF,Spezia,22,1998,20.0,890,1040,85.6,21974,4864,175,206,85.0,456,499,91.4,254,325,78.2,1,0.5,+0.5,1,50,0,0,41
Alan Empereur,DF,Hellas Verona,26,1994,2.4,95,121,78.5,1988,565,24,26,92.3,58,68,85.3,13,23,56.5,0,0.0,0.0,0,9,0,0,10
LÃ©o Duarte,DF,Milan,24,1996,0.2,13,13,100.0,264,46,4,4,100.0,7,7,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0
Radu DrÄƒguÈ™in,DF,Juventus,18,2002,0.0,1,1,100.0,19,19,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Berat Djimsiti,DF,Atalanta,27,1993,29.2,1558,1769,88.1,28327,9318,683,752,90.8,683,741,92.2,179,237,75.5,3,2.2,+0.8,15,136,21,3,138
Koffi Djidji,DF,Crotone,27,1992,16.9,613,750,81.7,12063,4893,220,247,89.1,316,351,90.0,70,132,53.0,0,0.2,-0.2,4,45,1,0,50
Federico Dimarco,DF,Hellas Verona,22,1997,29.0,1340,1885,71.1,25639,10781,575,655,87.8,545,677,80.5,196,483,40.6,3,6.6,-3.6,67,125,37,13,151
Mitchell Dijks,DF,Bologna,27,1993,16.5,620,807,76.8,10346,4912,286,327,87.5,282,358,78.8,42,87,48.3,0,0.2,-0.2,6,53,6,3,55
Daan Dierckx,DF,Parma,17,2003,5.2,181,206,87.9,4468,1155,33,36,91.7,101,106,95.3,47,63,74.6,0,0.0,0.0,0,6,1,0,10
Giovanni Di Lorenzo,DF,Napoli,26,1993,36.0,2233,2560,87.2,39287,15188,1028,1105,93.0,957,1061,90.2,217,306,70.9,6,4.7,+1.3,45,227,60,14,258
Kastriot Dermaku,DF,Parma,28,1992,1.1,35,39,89.7,805,160,8,8,100.0,18,21,85.7,9,9,100.0,0,0.0,0.0,0,1,0,0,1
Fabio Depaoli,DF,Atalanta,23,1997,2.1,86,103,83.5,1246,546,59,65,90.8,23,28,82.1,3,7,42.9,0,0.1,-0.1,2,5,1,0,12
Fabio Depaoli,DF,Benevento,23,1997,12.4,303,412,73.5,5731,3074,125,140,89.3,134,167,80.2,40,82,48.8,0,0.4,-0.4,7,21,15,5,41
Stefano Denswil,DF,Bologna,27,1993,1.3,64,79,81.0,1442,496,17,22,77.3,35,36,97.2,12,16,75.0,0,0.0,0.0,0,7,1,0,8
Merih Demiral,DF,Juventus,22,1998,10.4,592,636,93.1,11762,3395,182,195,93.3,342,351,97.4,64,81,79.0,1,0.1,+0.9,1,19,0,0,21
Cristian Dell'Orco,DF,Spezia,26,1994,2.9,110,143,76.9,2209,627,42,54,77.8,47,51,92.2,18,33,54.5,0,0.0,0.0,0,5,0,0,4
Lorenzo De Silvestri,DF,Bologna,32,1988,23.8,953,1256,75.9,17781,8233,399,452,88.3,444,555,80.0,102,213,47.9,0,0.9,-0.9,12,86,19,6,84
Mattia De Sciglio,DF,Juventus,27,1992,0.3,9,12,75.0,183,15,3,4,75.0,4,4,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0
Sebastien De Maio,DF,Udinese,33,1987,9.5,317,368,86.1,6750,1811,86,94,91.5,166,181,91.7,62,88,70.5,0,0.0,0.0,0,6,1,0,14
PaweÅ‚ Dawidowicz,DF,Hellas Verona,25,1995,20.7,754,881,85.6,14132,4408,301,325,92.6,345,393,87.8,94,138,68.1,0,0.0,0.0,2,31,3,0,41
Matteo Darmian,DF,Inter,30,1989,12.9,421,520,81.0,7478,2566,179,206,86.9,192,223,86.1,42,69,60.9,3,1.5,+1.5,11,18,13,8,32
Matteo Darmian,DF,Parma,30,1989,2.3,78,100,78.0,1411,453,30,32,93.8,43,50,86.0,5,13,38.5,0,0.0,0.0,1,4,0,0,8
Danilo,DF,Juventus,29,1991,32.4,2194,2484,88.3,44145,13674,736,800,92.0,1137,1238,91.8,305,406,75.1,4,3.5,+0.5,27,229,33,9,175
Diogo Dalot,DF,Milan,21,1999,12.1,463,611,75.8,9706,3575,171,199,85.9,206,261,78.9,82,130,63.1,1,1.2,-0.2,9,37,13,8,42
Danilo D'Ambrosio,DF,Inter,31,1988,7.8,438,486,90.1,8305,2517,172,185,93.0,211,225,93.8,50,61,82.0,0,0.1,-0.1,1,30,4,2,27
Lennart-Marten Czyborra,DF,Genoa,21,1999,13.0,429,575,74.6,6959,2478,206,232,88.8,185,251,73.7,26,65,40.0,0,0.2,-0.2,5,20,9,5,26
Giuseppe Cuomo,DF,Crotone,22,1998,8.9,416,505,82.4,8118,2949,130,145,89.7,231,252,91.7,50,94,53.2,0,0.0,0.0,0,21,1,0,24
Domenico Criscito,DF,Genoa,33,1986,19.2,857,1052,81.5,18219,6711,277,309,89.6,434,487,89.1,140,241,58.1,0,0.4,-0.4,6,75,9,1,80
Andrea Conti,DF,Milan,26,1994,0.3,21,25,84.0,416,151,6,7,85.7,14,16,87.5,1,2,50.0,0,0.1,-0.1,1,2,1,0,4
Andrea Conti,DF,Parma,26,1994,9.0,377,452,83.4,7171,2944,140,153,91.5,183,209,87.6,46,72,63.9,0,0.4,-0.4,7,30,10,4,48
Omar Colley,DF,Sampdoria,27,1992,28.8,1087,1325,82.0,24424,8519,269,314,85.7,592,642,92.2,214,348,61.5,0,0.0,0.0,1,96,0,0,76
Vlad ChiricheÈ™,DF,Sassuolo,30,1989,20.4,1494,1598,93.5,28946,7925,539,566,95.2,768,805,95.4,173,204,84.8,1,0.7,+0.3,7,65,2,0,41
Federico Chiesa,DF,Fiorentina,22,1997,2.7,91,118,77.1,1795,588,44,50,88.0,30,38,78.9,16,23,69.6,1,0.8,+0.2,5,6,6,5,5
Giorgio Chiellini,DF,Juventus,35,1984,15.4,1004,1093,91.9,22079,6173,243,250,97.2,576,601,95.8,177,225,78.7,1,0.0,+1.0,1,75,2,0,52
Julian Chabot,DF,Spezia,22,1998,18.4,915,1047,87.4,21661,5549,234,251,93.2,436,473,92.2,236,308,76.6,1,0.2,+0.8,4,46,1,0,35
Luca Ceppitelli,DF,Cagliari,30,1989,16.3,685,812,84.4,14163,4525,218,247,88.3,359,387,92.8,99,159,62.3,0,0.0,0.0,1,50,6,1,44
Federico Ceccherini,DF,Fiorentina,28,1992,3.0,97,111,87.4,2176,613,29,30,96.7,48,52,92.3,20,29,69.0,0,0.0,0.0,0,4,0,0,5
Federico Ceccherini,DF,Hellas Verona,28,1992,19.3,745,911,81.8,13994,4692,305,340,89.7,334,387,86.3,89,155,57.4,0,0.2,-0.2,5,72,6,0,63
Francesco Cassata,DF,Genoa,23,1997,2.3,69,93,74.2,1119,467,34,39,87.2,28,36,77.8,4,9,44.4,0,0.1,-0.1,1,4,1,0,10
Andrea Carboni,DF,Cagliari,19,2001,12.1,466,593,78.6,9453,2980,165,185,89.2,232,274,84.7,67,124,54.0,1,0.7,+0.3,3,43,4,2,39
Elio Capradossi,DF,Spezia,24,1996,1.0,34,41,82.9,643,86,8,9,88.9,22,24,91.7,3,7,42.9,0,0.0,0.0,0,0,0,0,0
Luca Caldirola,DF,Benevento,29,1991,17.5,654,772,84.7,13903,4975,200,213,93.9,339,375,90.4,110,175,62.9,0,0.2,-0.2,3,40,5,2,40
Mattia Caldara,DF,Atalanta,26,1994,1.2,50,54,92.6,1240,286,13,14,92.9,20,20,100.0,17,18,94.4,0,0.0,0.0,0,5,0,0,1
Riccardo Calafiori,DF,Roma,18,2002,0.7,35,45,77.8,597,175,16,19,84.2,18,21,85.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Davide Calabria,DF,Milan,23,1996,29.4,1396,1785,78.2,26433,10745,583,640,91.1,594,725,81.9,189,353,53.5,1,1.8,-0.8,20,152,37,13,176
Arturo Calabresi,DF,Cagliari,24,1996,0.2,14,18,77.8,241,84,6,8,75.0,7,7,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2
MartÃ­n CÃ¡ceres,DF,Fiorentina,33,1987,24.9,824,1037,79.5,17113,6280,283,322,87.9,385,448,85.9,143,228,62.7,2,1.1,+0.9,11,73,14,9,87
Maxime Busi,DF,Parma,20,1999,13.3,658,790,83.3,12824,4644,261,287,90.9,298,338,88.2,91,144,63.2,1,1.4,-0.4,7,53,16,7,72
Alessandro Buongiorno,DF,Torino,21,1999,9.5,360,423,85.1,6933,1919,124,136,91.2,184,200,92.0,45,74,60.8,0,0.0,0.0,0,31,1,0,21
Gleison Bremer,DF,Torino,23,1997,32.6,1346,1594,84.4,29086,9311,396,429,92.3,694,760,91.3,239,363,65.8,0,0.5,-0.5,7,74,3,0,69
Leonardo Bonucci,DF,Juventus,33,1987,22.5,1339,1486,90.1,31149,9937,284,297,95.6,759,797,95.2,287,377,76.1,0,0.6,-0.6,3,92,6,1,75
Kevin Bonifazi,DF,Udinese,24,1996,27.4,1208,1348,89.6,25664,7762,331,360,91.9,667,697,95.7,198,263,75.3,0,0.3,-0.3,2,58,3,0,49
Davide Biraschi,DF,Genoa,26,1994,10.2,410,524,78.2,8020,2793,135,154,87.7,221,260,85.0,47,93,50.5,0,0.1,-0.1,1,33,5,1,38
Cristiano Biraghi,DF,Fiorentina,27,1992,31.1,1198,1733,69.1,21911,9621,535,604,88.6,486,650,74.8,150,401,37.4,5,6.8,-1.8,51,88,46,32,129
Bartosz BereszyÅ„ski,DF,Sampdoria,28,1992,29.0,1220,1496,81.6,20790,7965,573,635,90.2,506,597,84.8,115,194,59.3,0,0.7,-0.7,7,68,19,8,95
Rodrigo BecÃ£o,DF,Udinese,24,1996,30.9,1211,1378,87.9,23741,8174,407,444,91.7,615,665,92.5,168,229,73.4,0,0.2,-0.2,6,85,5,1,60
Bastos,DF,Lazio,29,1991,0.7,39,42,92.9,647,160,18,20,90.0,16,17,94.1,3,3,100.0,0,0.0,0.0,0,1,2,0,2
Simone Bastoni,DF,Spezia,23,1996,16.9,807,1067,75.6,15013,5268,366,412,88.8,304,372,81.7,120,224,53.6,7,3.4,+3.6,29,52,26,8,77
Alessandro Bastoni,DF,Inter,21,1999,32.5,2059,2291,89.9,41596,11363,726,765,94.9,972,1035,93.9,325,432,75.2,3,1.8,+1.2,11,165,17,3,125
Antonio Barreca,DF,Fiorentina,25,1995,0.9,31,48,64.6,474,166,16,20,80.0,13,19,68.4,1,7,14.3,0,0.0,0.0,1,3,1,0,5
Federico Barba,DF,Benevento,26,1993,29.5,1115,1386,80.4,21684,7997,407,445,91.5,540,629,85.9,147,262,56.1,2,1.7,+0.3,14,55,15,3,73
Mattia Bani,DF,Genoa,26,1993,10.2,438,518,84.6,9893,3217,117,134,87.3,226,247,91.5,91,125,72.8,0,0.1,-0.1,1,17,2,0,15
Mattia Bani,DF,Parma,26,1993,12.7,638,703,90.8,14769,4019,118,132,89.4,382,394,97.0,133,170,78.2,0,0.3,-0.3,2,21,1,1,23
Botond Balogh,DF,Parma,18,2002,1.8,62,83,74.7,1583,422,10,11,90.9,32,39,82.1,19,29,65.5,0,0.0,0.0,0,0,0,0,3
Kaan Ayhan,DF,Sassuolo,25,1994,8.8,516,562,91.8,9122,2461,224,235,95.3,239,254,94.1,45,59,76.3,0,0.0,0.0,1,35,2,0,33
Tommaso Augello,DF,Sampdoria,25,1994,35.7,1567,2046,76.6,27148,11188,708,791,89.5,704,879,80.1,132,288,45.8,3,3.1,-0.1,29,91,41,19,165
NicolÃ² Armini,DF,Lazio,19,2001,0.1,3,4,75.0,39,24,3,3,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,1,0,0,0
Valentin Antov,DF,Bologna,19,2000,2.6,106,119,89.1,2398,834,32,34,94.1,44,47,93.6,29,37,78.4,0,0.0,0.0,1,4,0,0,5
Cristian Ansaldi,DF,Torino,33,1986,21.6,684,1008,67.9,14437,6071,272,312,87.2,276,365,75.6,129,299,43.1,6,5.0,+1.0,35,62,40,32,78
Davide Angelo Ghislandi,DF,Atalanta,19,2001,0.1,3,3,100.0,56,22,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
Djavan Anderson,DF,Lazio,25,1995,0.8,24,33,72.7,299,70,17,19,89.5,6,9,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,1
Wisdom Amey,DF,Bologna,14,2005,0.0,4,4,100.0,113,0,0,0,,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Bruno Alves,DF,Parma,38,1981,18.1,796,916,86.9,20836,6382,117,127,92.1,410,459,89.3,264,324,81.5,0,0.1,-0.1,2,42,2,1,36
Francesco Acerbi,DF,Lazio,32,1988,31.3,1804,2035,88.6,38632,10443,558,605,92.2,867,918,94.4,344,456,75.4,1,1.0,0.0,12,115,20,9,99
Iyenoma Udogie,"DF,MF",Hellas Verona,17,2002,1.9,99,116,85.3,1554,419,57,64,89.1,35,37,94.6,5,8,62.5,0,0.0,0.0,1,6,0,0,2
AndrÃ©s Tello,"DF,MF",Benevento,23,1996,4.6,134,193,69.4,2407,948,63,75,84.0,49,69,71.0,17,37,45.9,0,0.0,0.0,1,13,1,0,16
Kevin RÃ¼egg,"DF,MF",Hellas Verona,21,1998,2.3,56,82,68.3,922,242,28,30,93.3,24,32,75.0,3,13,23.1,0,0.0,0.0,0,4,1,1,2
Ivan RadovanoviÄ‡,"DF,MF",Genoa,31,1988,24.8,942,1096,85.9,22119,5384,226,240,94.2,469,516,90.9,241,323,74.6,0,0.1,-0.1,3,51,1,0,34
Manolo Portanova,"DF,MF",Genoa,20,2000,0.7,17,22,77.3,299,113,10,12,83.3,5,6,83.3,2,3,66.7,0,0.0,0.0,0,4,1,0,3
Luca Pellegrini,"DF,MF",Genoa,21,1999,7.1,231,331,69.8,3954,1410,112,133,84.2,95,123,77.2,19,56,33.9,1,1.2,-0.2,7,7,9,3,19
Marco Parolo,"DF,MF",Lazio,35,1985,7.3,292,354,82.5,6520,2110,89,105,84.8,136,154,88.3,66,89,74.2,2,0.8,+1.2,4,22,5,0,27
Gary Medel,"DF,MF",Bologna,32,1987,5.7,313,340,92.1,6968,1988,85,90,94.4,156,167,93.4,70,78,89.7,1,0.2,+0.8,1,17,1,0,19
Senad LuliÄ‡,"DF,MF",Lazio,34,1986,8.0,252,347,72.6,4796,1549,112,132,84.8,106,132,80.3,33,69,47.8,0,0.8,-0.8,4,15,8,4,23
Mehdi LÃ©ris,"DF,MF",Sampdoria,22,1998,4.3,184,236,78.0,3014,880,100,112,89.3,57,71,80.3,21,42,50.0,0,0.3,-0.3,7,9,5,1,14
Paolo Ghiglione,"DF,MF",Genoa,23,1997,15.1,401,595,67.4,7477,2745,183,208,88.0,164,228,71.9,51,127,40.2,4,1.9,+2.1,20,13,19,15,31
Paolo FaragÃ²,"DF,MF",Cagliari,27,1993,4.1,187,225,83.1,3327,1253,84,86,97.7,85,104,81.7,16,28,57.1,0,0.7,-0.7,6,8,5,3,14
Simone Edera,"DF,MF",Torino,23,1997,0.6,16,22,72.7,326,69,9,10,90.0,4,6,66.7,3,4,75.0,0,0.2,-0.2,2,0,0,0,0
Juan Cuadrado,"DF,MF",Juventus,32,1988,24.2,1491,1798,82.9,30138,8831,522,591,88.3,728,799,91.1,229,371,61.7,10,7.2,+2.8,58,76,37,8,150
Giovanni Crociata,"DF,MF",Crotone,22,1997,0.3,11,16,68.8,180,73,5,5,100.0,6,9,66.7,0,1,0.0,0,0.2,-0.2,1,2,1,1,2
Bryan Cristante,"DF,MF",Roma,25,1995,23.9,1276,1529,83.5,28442,9146,379,426,89.0,634,687,92.3,257,388,66.2,3,0.9,+2.1,15,123,21,3,120
Federico Bernardeschi,"DF,MF",Juventus,26,1994,10.8,455,590,77.1,8470,2651,195,219,89.0,185,219,84.5,60,109,55.0,2,2.1,-0.1,22,42,15,6,38
Kwadwo Asamoah,"DF,MF",Cagliari,31,1988,2.5,93,109,85.3,1855,507,35,38,92.1,40,45,88.9,17,24,70.8,0,0.0,0.0,0,8,2,0,7
Nahitan NÃ¡ndez,"MF,DF",Cagliari,24,1995,30.4,932,1235,75.5,16002,5253,460,531,86.6,373,476,78.4,80,165,48.5,2,3.7,-1.7,32,54,43,21,74
Salvatore Molina,"MF,DF",Crotone,28,1992,25.7,851,1091,78.0,16123,4895,368,424,86.8,362,426,85.0,109,197,55.3,4,2.7,+1.3,24,52,34,14,93
Filippo Melegoni,"MF,DF",Genoa,21,1999,4.3,202,242,83.5,3429,820,102,111,91.9,78,92,84.8,20,33,60.6,0,0.4,-0.4,4,10,4,0,15
Riccardo Improta,"MF,DF",Benevento,26,1993,25.9,685,946,72.4,11812,5167,340,397,85.6,257,327,78.6,71,156,45.5,0,1.7,-1.7,22,66,34,17,108
Alberto Grassi,"MF,DF",Parma,25,1995,13.1,370,461,80.3,6628,1676,171,200,85.5,155,180,86.1,37,59,62.7,0,0.4,-0.4,4,27,5,1,30
Alessandro Di Pardo,"MF,DF",Juventus,21,1999,0.2,5,9,55.6,81,50,2,3,66.7,3,5,60.0,0,1,0.0,0,0.0,0.0,1,1,0,0,1
Andrea Danzi,"MF,DF",Hellas Verona,21,1999,1.2,25,39,64.1,441,160,9,13,69.2,11,16,68.8,3,5,60.0,0,0.1,-0.1,1,1,0,0,2
Federico Chiesa,"MF,DF",Juventus,22,1997,24.6,626,808,77.5,11214,3484,303,354,85.6,235,294,79.9,77,117,65.8,8,6.5,+1.5,45,45,41,17,82
Chaka TraorÃ¨,"DF,FW",Parma,15,2004,0.2,6,10,60.0,78,28,4,6,66.7,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
Ivan PeriÅ¡iÄ‡,"DF,FW",Inter,31,1989,19.9,598,827,72.3,11115,3102,278,330,84.2,239,313,76.4,77,145,53.1,3,4.5,-1.5,30,26,31,17,49
CristÃ³bal Montiel RodrÃ­guez,"DF,FW",Fiorentina,20,2000,0.0,2,3,66.7,55,1,0,0,,1,2,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Johan Mojica,"DF,FW",Atalanta,27,1992,3.3,182,227,80.2,2950,874,89,101,88.1,74,87,85.1,14,26,53.8,0,0.3,-0.3,3,12,5,3,16
Pol Lirola,"DF,FW",Fiorentina,22,1997,5.5,208,290,71.7,3747,1389,95,117,81.2,91,121,75.2,21,44,47.7,1,0.5,+0.5,7,16,4,3,23
Faouzi Ghoulam,"DF,FW",Napoli,29,1991,3.2,208,262,79.4,3466,1279,102,115,88.7,84,100,84.0,17,37,45.9,0,0.4,-0.4,7,12,8,4,18
Arturo Calabresi,"DF,FW",Bologna,24,1996,0.2,4,6,66.7,110,74,0,0,,3,4,75.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0
