Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Radu DrÄƒguÈ™in,ro ROU,DF,Juventus,18,2002,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,Matches
Berat Djimsiti,al ALB,DF,Atalanta,27,1993,29.2,8,0,0,31,26,1,9,48,26,0,0,0,321,78,30,72.2,Matches
Koffi Djidji,ci CIV,DF,Crotone,27,1992,16.9,4,0,0,22,3,1,3,28,22,0,0,0,114,34,24,58.6,Matches
Federico Dimarco,it ITA,DF,Hellas Verona,22,1997,29.0,6,0,0,32,50,6,103,42,25,0,1,0,246,13,30,30.2,Matches
Mitchell Dijks,nl NED,DF,Bologna,27,1993,16.5,7,1,1,33,15,1,33,20,17,0,1,0,112,12,17,41.4,Matches
Daan Dierckx,be BEL,DF,Parma,17,2003,5.2,1,0,0,5,0,1,0,11,5,0,0,0,19,3,11,21.4,Matches
Giovanni Di Lorenzo,it ITA,DF,Napoli,26,1993,36.0,11,0,0,50,60,3,58,40,57,1,1,0,216,57,44,56.4,Matches
Kastriot Dermaku,al ALB,DF,Parma,28,1992,1.1,0,0,0,2,2,0,0,1,0,0,0,0,7,0,1,0.0,Matches
Fabio Depaoli,it ITA,DF,Atalanta,23,1997,2.1,0,0,0,5,1,0,1,1,1,0,0,0,9,3,2,60.0,Matches
Fabio Depaoli,it ITA,DF,Benevento,23,1997,12.4,2,0,0,17,8,1,19,16,15,0,0,1,69,15,9,62.5,Matches
Stefano Denswil,nl NED,DF,Bologna,27,1993,1.3,0,0,0,0,2,0,0,1,2,0,0,0,11,3,1,75.0,Matches
Merih Demiral,tr TUR,DF,Juventus,22,1998,10.4,1,0,0,11,1,2,0,12,11,0,1,0,82,25,8,75.8,Matches
Cristian Dell'Orco,it ITA,DF,Spezia,26,1994,2.9,0,0,0,2,2,0,0,4,1,0,0,0,37,5,4,55.6,Matches
Lorenzo De Silvestri,it ITA,DF,Bologna,32,1988,23.8,4,0,0,42,21,1,35,28,17,0,0,0,182,51,35,59.3,Matches
Mattia De Sciglio,it ITA,DF,Juventus,27,1992,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches
Sebastien De Maio,fr FRA,DF,Udinese,33,1987,9.5,1,0,0,11,3,3,1,13,13,0,0,0,104,24,19,55.8,Matches
PaweÅ‚ Dawidowicz,pl POL,DF,Hellas Verona,25,1995,20.7,9,0,0,38,9,2,5,26,30,0,0,0,232,54,42,56.3,Matches
Matteo Darmian,it ITA,DF,Inter,30,1989,12.9,4,0,0,21,16,2,28,16,13,1,1,0,74,18,11,62.1,Matches
Matteo Darmian,it ITA,DF,Parma,30,1989,2.3,1,0,0,3,3,0,0,3,3,0,0,0,11,2,2,50.0,Matches
Danilo,br BRA,DF,Juventus,29,1991,32.4,6,0,0,25,20,2,28,44,37,0,1,0,268,34,18,65.4,Matches
Diogo Dalot,pt POR,DF,Milan,21,1999,12.1,5,0,0,25,4,2,34,18,17,0,0,0,97,22,9,71.0,Matches
Danilo D'Ambrosio,it ITA,DF,Inter,31,1988,7.8,2,0,0,11,12,0,8,6,11,0,0,0,49,14,7,66.7,Matches
Lennart-Marten Czyborra,de GER,DF,Genoa,21,1999,13.0,2,0,0,11,4,0,17,12,7,0,0,0,85,11,21,34.4,Matches
Giuseppe Cuomo,it ITA,DF,Crotone,22,1998,8.9,4,0,0,15,6,0,0,15,14,0,0,0,106,24,9,72.7,Matches
Domenico Criscito,it ITA,DF,Genoa,33,1986,19.2,6,0,0,23,26,0,18,35,27,0,0,0,191,22,28,44.0,Matches
Andrea Conti,it ITA,DF,Milan,26,1994,0.3,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,,Matches
Andrea Conti,it ITA,DF,Parma,26,1994,9.0,3,0,0,15,8,0,15,24,18,0,0,0,47,10,8,55.6,Matches
Omar Colley,gm GAM,DF,Sampdoria,27,1992,28.8,6,0,0,34,22,1,5,52,24,0,0,0,271,81,45,64.3,Matches
Vlad ChiricheÈ™,ro ROU,DF,Sassuolo,30,1989,20.4,6,0,0,31,15,1,4,34,20,0,0,1,203,57,41,58.2,Matches
Federico Chiesa,it ITA,DF,Fiorentina,22,1997,2.7,0,0,0,2,3,2,9,1,2,0,0,0,20,1,1,50.0,Matches
Giorgio Chiellini,it ITA,DF,Juventus,35,1984,15.4,4,0,0,19,15,1,1,21,12,0,3,1,118,36,16,69.2,Matches
Julian Chabot,de GER,DF,Spezia,22,1998,18.4,11,1,1,32,32,0,2,24,36,0,1,0,162,63,34,64.9,Matches
Luca Ceppitelli,it ITA,DF,Cagliari,30,1989,16.3,3,0,0,16,13,1,7,23,17,0,0,0,125,53,23,69.7,Matches
Federico Ceccherini,it ITA,DF,Fiorentina,28,1992,3.0,2,0,0,5,3,0,0,3,2,0,1,1,26,5,5,50.0,Matches
Federico Ceccherini,it ITA,DF,Hellas Verona,28,1992,19.3,8,0,0,48,33,1,10,33,14,0,0,0,226,77,35,68.8,Matches
Francesco Cassata,it ITA,DF,Genoa,23,1997,2.3,2,0,0,9,8,0,4,4,6,0,0,0,20,1,4,20.0,Matches
Andrea Carboni,it ITA,DF,Cagliari,19,2001,12.1,2,0,0,11,6,0,15,12,10,0,0,0,73,19,21,47.5,Matches
Elio Capradossi,it ITA,DF,Spezia,24,1996,1.0,0,0,0,1,0,0,0,4,1,0,0,0,3,1,2,33.3,Matches
Luca Caldirola,it ITA,DF,Benevento,29,1991,17.5,6,1,1,20,25,1,3,17,12,0,0,0,115,22,29,43.1,Matches
Mattia Caldara,it ITA,DF,Atalanta,26,1994,1.2,1,0,0,3,1,0,1,3,2,0,0,0,17,5,6,45.5,Matches
Riccardo Calafiori,it ITA,DF,Roma,18,2002,0.7,2,0,0,6,2,0,0,1,2,0,0,0,9,3,1,75.0,Matches
Davide Calabria,it ITA,DF,Milan,23,1996,29.4,7,0,0,31,36,3,53,27,50,1,0,1,299,21,34,38.2,Matches
Arturo Calabresi,it ITA,DF,Cagliari,24,1996,0.2,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,100.0,Matches
MartÃ­n CÃ¡ceres,uy URU,DF,Fiorentina,33,1987,24.9,4,0,0,19,18,0,31,17,13,0,1,0,173,21,26,44.7,Matches
Maxime Busi,be BEL,DF,Parma,20,1999,13.3,3,0,0,23,9,1,20,18,12,0,2,0,97,14,22,38.9,Matches
Alessandro Buongiorno,it ITA,DF,Torino,21,1999,9.5,4,0,0,17,11,1,0,19,6,0,0,0,72,24,9,72.7,Matches
Gleison Bremer,br BRA,DF,Torino,23,1997,32.6,2,0,0,30,16,0,1,88,41,1,1,0,272,92,60,60.5,Matches
Leonardo Bonucci,it ITA,DF,Juventus,33,1987,22.5,4,0,0,21,16,3,2,18,15,0,2,0,161,39,14,73.6,Matches
Kevin Bonifazi,it ITA,DF,Udinese,24,1996,27.4,4,0,0,26,14,0,4,49,26,0,2,0,226,46,24,65.7,Matches
Davide Biraschi,it ITA,DF,Genoa,26,1994,10.2,2,0,0,16,8,0,8,16,9,0,0,0,79,12,11,52.2,Matches
Cristiano Biraghi,it ITA,DF,Fiorentina,27,1992,31.1,8,0,0,27,24,4,163,19,20,0,0,0,203,11,19,36.7,Matches
Bartosz BereszyÅ„ski,pl POL,DF,Sampdoria,28,1992,29.0,2,0,0,28,28,0,29,34,46,0,0,0,285,36,32,52.9,Matches
Rodrigo BecÃ£o,br BRA,DF,Udinese,24,1996,30.9,5,0,0,50,47,0,9,47,37,0,1,0,234,69,37,65.1,Matches
Bastos,ao ANG,DF,Lazio,29,1991,0.7,0,0,0,1,4,0,0,0,2,0,0,0,8,1,0,100.0,Matches
Simone Bastoni,it ITA,DF,Spezia,23,1996,16.9,7,0,0,35,27,2,45,22,29,0,1,0,164,24,29,45.3,Matches
Alessandro Bastoni,it ITA,DF,Inter,21,1999,32.5,6,0,0,39,28,0,16,37,26,0,0,0,257,60,34,63.8,Matches
Antonio Barreca,it ITA,DF,Fiorentina,25,1995,0.9,0,0,0,1,0,1,4,0,0,0,1,0,7,1,6,14.3,Matches
Federico Barba,it ITA,DF,Benevento,26,1993,29.5,8,0,0,26,10,1,30,57,20,0,0,1,236,37,34,52.1,Matches
Mattia Bani,it ITA,DF,Genoa,26,1993,10.2,4,0,0,13,8,1,0,18,8,0,0,0,115,40,25,61.5,Matches
Mattia Bani,it ITA,DF,Parma,26,1993,12.7,6,0,0,16,8,0,3,24,11,0,0,0,73,42,21,66.7,Matches
Botond Balogh,hu HUN,DF,Parma,18,2002,1.8,1,0,0,1,0,0,0,1,3,0,0,0,10,2,3,40.0,Matches
Kaan Ayhan,tr TUR,DF,Sassuolo,25,1994,8.8,3,0,0,8,2,0,3,8,11,0,0,0,53,15,16,48.4,Matches
Tommaso Augello,it ITA,DF,Sampdoria,25,1994,35.7,2,1,0,13,26,2,118,39,25,0,0,0,314,48,37,56.5,Matches
NicolÃ² Armini,it ITA,DF,Lazio,19,2001,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches
Valentin Antov,bg BUL,DF,Bologna,19,2000,2.6,1,0,0,2,2,0,0,5,3,0,0,0,13,2,5,28.6,Matches
Cristian Ansaldi,ar ARG,DF,Torino,33,1986,21.6,1,0,0,24,22,0,133,27,26,0,1,0,150,7,17,29.2,Matches
Davide Angelo Ghislandi,it ITA,DF,Atalanta,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Djavan Anderson,nl NED,DF,Lazio,25,1995,0.8,0,0,0,1,1,0,1,0,0,0,0,0,10,1,0,100.0,Matches
Wisdom Amey,it ITA,DF,Bologna,14,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Bruno Alves,pt POR,DF,Parma,38,1981,18.1,3,0,0,20,9,1,7,15,6,0,0,0,162,45,7,86.5,Matches
Francesco Acerbi,it ITA,DF,Lazio,32,1988,31.3,9,1,1,31,25,2,26,62,38,0,0,0,368,77,26,74.8,Matches
Iyenoma Udogie,it ITA,"DF,MF",Hellas Verona,17,2002,1.9,1,0,0,5,3,1,0,3,4,0,0,0,22,3,5,37.5,Matches
AndrÃ©s Tello,co COL,"DF,MF",Benevento,23,1996,4.6,3,0,0,6,4,0,6,7,8,0,0,0,38,14,10,58.3,Matches
Kevin RÃ¼egg,ch SUI,"DF,MF",Hellas Verona,21,1998,2.3,0,0,0,2,1,1,4,1,3,1,0,0,12,2,5,28.6,Matches
Ivan RadovanoviÄ‡,rs SRB,"DF,MF",Genoa,31,1988,24.8,6,0,0,28,25,0,2,33,22,0,3,0,207,58,37,61.1,Matches
Manolo Portanova,it ITA,"DF,MF",Genoa,20,2000,0.7,0,0,0,3,6,0,0,2,1,0,0,0,6,0,6,0.0,Matches
Luca Pellegrini,it ITA,"DF,MF",Genoa,21,1999,7.1,2,0,0,10,16,0,20,5,9,0,0,1,59,5,11,31.3,Matches
Marco Parolo,it ITA,"DF,MF",Lazio,35,1985,7.3,5,0,0,21,2,1,0,12,7,0,1,0,78,19,17,52.8,Matches
Gary Medel,cl CHI,"DF,MF",Bologna,32,1987,5.7,1,0,0,5,9,0,0,9,7,0,0,0,76,8,8,50.0,Matches
Senad LuliÄ‡,ba BIH,"DF,MF",Lazio,34,1986,8.0,1,0,0,13,3,2,23,8,10,0,0,0,57,11,3,78.6,Matches
Mehdi LÃ©ris,fr FRA,"DF,MF",Sampdoria,22,1998,4.3,1,0,0,13,3,0,11,12,9,0,0,0,47,9,9,50.0,Matches
Paolo Ghiglione,it ITA,"DF,MF",Genoa,23,1997,15.1,4,0,0,18,13,3,55,16,15,0,0,0,90,17,19,47.2,Matches
Paolo FaragÃ²,it ITA,"DF,MF",Cagliari,27,1993,4.1,2,0,0,7,2,0,7,9,3,0,0,0,30,7,4,63.6,Matches
Simone Edera,it ITA,"DF,MF",Torino,23,1997,0.6,0,0,0,1,1,0,2,0,0,0,0,0,5,0,0,,Matches
Juan Cuadrado,co COL,"DF,MF",Juventus,32,1988,24.2,9,1,0,33,65,3,92,31,21,2,0,0,166,13,23,36.1,Matches
Giovanni Crociata,it ITA,"DF,MF",Crotone,22,1997,0.3,0,0,0,2,1,0,2,0,1,0,0,0,3,0,0,,Matches
Bryan Cristante,it ITA,"DF,MF",Roma,25,1995,23.9,8,0,0,31,13,4,11,34,31,0,0,1,196,37,27,57.8,Matches
Federico Bernardeschi,it ITA,"DF,MF",Juventus,26,1994,10.8,3,0,0,13,18,2,42,13,5,0,0,0,77,8,8,50.0,Matches
Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,31,1988,2.5,0,0,0,0,4,0,4,5,4,0,0,0,21,2,1,66.7,Matches
Nahitan NÃ¡ndez,uy URU,"MF,DF",Cagliari,24,1995,30.4,8,1,0,41,60,8,86,29,39,0,0,0,222,44,59,42.7,Matches
Salvatore Molina,it ITA,"MF,DF",Crotone,28,1992,25.7,1,0,0,25,39,2,54,20,27,0,0,1,213,23,21,52.3,Matches
Filippo Melegoni,it ITA,"MF,DF",Genoa,21,1999,4.3,1,0,0,3,5,0,6,9,3,0,0,0,29,3,1,75.0,Matches
Riccardo Improta,it ITA,"MF,DF",Benevento,26,1993,25.9,7,0,0,24,55,2,62,33,23,0,0,1,161,51,48,51.5,Matches
Alberto Grassi,it ITA,"MF,DF",Parma,25,1995,13.1,3,0,0,16,27,1,7,22,13,0,0,1,105,14,14,50.0,Matches
Alessandro Di Pardo,it ITA,"MF,DF",Juventus,21,1999,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,Matches
Andrea Danzi,it ITA,"MF,DF",Hellas Verona,21,1999,1.2,1,0,0,1,0,0,0,1,0,0,0,0,12,2,0,100.0,Matches
Federico Chiesa,it ITA,"MF,DF",Juventus,22,1997,24.6,3,1,0,30,36,11,62,11,40,2,0,0,131,6,34,15.0,Matches
Chaka TraorÃ¨,ci CIV,"DF,FW",Parma,15,2004,0.2,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Ivan PeriÅ¡iÄ‡,hr CRO,"DF,FW",Inter,31,1989,19.9,3,0,0,13,2,8,79,21,11,0,1,0,141,35,14,71.4,Matches
CristÃ³bal Montiel RodrÃ­guez,es ESP,"DF,FW",Fiorentina,20,2000,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Johan Mojica,co COL,"DF,FW",Atalanta,27,1992,3.3,1,0,0,4,1,0,13,2,5,0,1,0,40,4,6,40.0,Matches
Pol Lirola,es ESP,"DF,FW",Fiorentina,22,1997,5.5,3,0,0,4,3,1,20,5,5,0,0,0,39,4,5,44.4,Matches
Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,29,1991,3.2,1,0,0,2,7,1,19,2,1,0,0,0,26,7,2,77.8,Matches
Arturo Calabresi,it ITA,"DF,FW",Bologna,24,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Piotr ZieliÅ„ski,pl POL,MF,Napoli,26,1994,28.0,2,0,0,12,45,7,45,20,15,0,0,0,154,4,13,23.5,Matches
NiccolÃ² Zanellato,it ITA,MF,Crotone,22,1998,18.2,3,0,0,30,34,1,8,12,21,0,0,0,160,27,21,56.3,Matches
Nicola Zalewski,pl POL,MF,Roma,18,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Miha Zajc,si SVN,MF,Genoa,26,1994,20.7,4,0,0,27,28,4,19,26,24,0,0,0,171,16,31,34.0,Matches
Walace,br BRA,MF,Udinese,25,1995,22.8,4,0,0,31,26,1,4,41,45,0,0,0,232,13,16,44.8,Matches
MiloÅ¡ VuliÄ‡,rs SRB,MF,Crotone,23,1996,14.5,2,0,0,12,31,1,16,9,11,0,0,0,116,17,14,54.8,Matches
Giacomo Vrioni,al ALB,MF,Juventus,21,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Nicolas Viola,it ITA,MF,Benevento,30,1989,11.5,1,0,0,14,23,0,14,16,10,0,0,0,121,8,13,38.1,Matches
Gonzalo Villar,es ESP,MF,Roma,22,1998,20.7,7,0,0,51,49,0,9,21,32,0,1,0,191,27,20,57.4,Matches
Ronaldo Vieira,gw GNB,MF,Hellas Verona,22,1998,2.5,1,0,0,6,4,0,0,0,1,0,0,0,38,6,3,66.7,Matches
Arturo Vidal,cl CHI,MF,Inter,33,1987,12.6,3,0,0,29,16,0,12,18,23,0,1,0,139,22,16,57.9,Matches
Valerio Verre,it ITA,MF,Sampdoria,26,1994,11.1,3,0,0,26,21,1,10,9,9,0,0,0,80,15,28,34.9,Matches
Jordan Veretout,fr FRA,MF,Roma,27,1993,22.8,4,0,0,33,13,2,25,12,24,0,1,0,166,15,15,50.0,Matches
Miguel Veloso,pt POR,MF,Hellas Verona,34,1986,14.6,1,0,0,19,10,0,14,15,15,0,0,0,204,28,18,60.9,Matches
MatÃ­as Vecino,uy URU,MF,Inter,28,1991,3.1,0,0,0,3,2,0,2,4,1,0,0,0,9,2,5,28.6,Matches
Kacper Urbanski,pl POL,MF,Bologna,15,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Ä½ubomÃ­r Tupta,sk SVK,MF,Hellas Verona,22,1998,0.6,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0,Matches
Sandro Tonali,it ITA,MF,Milan,20,2000,14.8,1,1,0,18,18,0,11,20,14,0,0,0,161,6,10,37.5,Matches
Morten Thorsby,no NOR,MF,Sampdoria,24,1996,29.4,10,0,0,74,25,2,8,21,58,0,2,0,257,156,135,53.6,Matches
Adrien Tameze,cm CMR,MF,Hellas Verona,26,1994,25.6,6,0,0,36,29,2,16,35,41,0,1,0,299,47,51,48.0,Matches
Mattias Svanberg,se SWE,MF,Bologna,21,1999,20.6,8,1,1,45,44,0,3,36,18,0,0,0,173,19,20,48.7,Matches
Stefano Sturaro,it ITA,MF,Genoa,27,1993,4.9,1,0,0,14,13,2,7,2,7,0,0,0,59,6,14,30.0,Matches
Stefano Sturaro,it ITA,MF,Hellas Verona,27,1993,4.7,5,0,0,17,6,0,4,2,5,0,0,0,40,9,9,50.0,Matches
Kevin Strootman,nl NED,MF,Genoa,30,1990,14.6,7,0,0,25,13,1,15,28,27,0,0,0,117,15,18,45.5,Matches
Roberto Soriano,it ITA,MF,Bologna,29,1991,36.1,5,0,0,75,48,3,28,27,32,2,0,0,213,39,67,36.8,Matches
Simon Sohm,ch SUI,MF,Parma,19,2001,10.0,1,0,0,8,4,2,2,3,11,0,0,0,76,11,6,64.7,Matches
Adrien Silva,pt POR,MF,Sampdoria,31,1989,17.8,8,1,1,35,23,0,9,34,26,0,2,0,193,10,20,33.3,Matches
Luca Siligardi,it ITA,MF,Crotone,32,1988,0.5,0,0,0,0,1,0,0,0,2,0,0,0,6,0,1,0.0,Matches
Stefano Sensi,it ITA,MF,Inter,24,1995,6.7,1,1,0,9,14,0,9,10,10,0,0,0,55,1,3,25.0,Matches
LÃ©o Sena,br BRA,MF,Spezia,24,1995,9.8,0,0,0,7,61,0,7,13,15,0,0,0,105,6,12,33.3,Matches
Jacopo Segre,it ITA,MF,Torino,23,1997,2.1,1,0,0,2,9,1,0,0,5,0,0,0,18,2,3,40.0,Matches
Matteo Scozzarella,it ITA,MF,Parma,32,1988,1.7,1,0,0,3,1,0,4,6,1,0,0,0,8,0,0,,Matches
Jerdy Schouten,nl NED,MF,Bologna,23,1997,27.9,8,1,0,48,24,1,7,79,40,0,1,0,342,42,37,53.2,Matches
Pasquale Schiattarella,it ITA,MF,Benevento,33,1987,25.0,13,1,0,38,55,1,6,23,35,0,0,0,295,12,8,60.0,Matches
NicolÃ¡s Schiappacasse,uy URU,MF,Sassuolo,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Siriki Sanogo,ci CIV,MF,Benevento,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
FabiÃ¡n Ruiz PeÃ±a,es ESP,MF,Napoli,24,1996,28.5,1,0,0,11,26,1,21,40,40,0,1,0,227,12,10,54.5,Matches
NicolÃ² Rovella,it ITA,MF,Genoa,18,2001,13.2,4,0,0,20,24,0,13,18,16,0,1,0,141,5,13,27.8,Matches
Marten de Roon,nl NED,MF,Atalanta,29,1991,33.6,8,1,0,66,24,0,13,69,67,0,0,0,417,74,48,60.7,Matches
Marko Rog,hr CRO,MF,Cagliari,25,1995,12.9,2,0,0,33,23,0,6,12,25,0,0,0,128,8,14,36.4,Matches
TomÃ¡s RincÃ³n,ve VEN,MF,Torino,32,1988,31.6,10,1,1,72,45,0,17,30,47,0,0,0,295,45,41,52.3,Matches
Matteo Ricci,it ITA,MF,Spezia,26,1994,24.8,5,0,0,28,29,0,10,30,32,0,0,0,274,21,16,56.8,Matches
Aaron Ramsey,wal WAL,MF,Juventus,29,1990,12.1,2,0,0,19,18,3,19,6,16,1,0,0,73,7,16,30.4,Matches
Adrien Rabiot,fr FRA,MF,Juventus,25,1995,25.7,7,1,1,44,21,0,14,31,45,0,2,0,217,40,23,63.5,Matches
Erick Pulgar,cl CHI,MF,Fiorentina,26,1994,22.2,8,0,0,23,22,0,24,35,32,0,1,0,227,30,14,68.2,Matches
Andrea Poli,it ITA,MF,Bologna,30,1989,4.3,1,0,0,5,7,0,2,7,7,0,0,1,45,2,6,25.0,Matches
Tommaso Pobega,it ITA,MF,Spezia,21,1999,13.7,6,0,0,28,18,0,7,14,21,3,1,0,87,20,19,51.3,Matches
Jacopo Petriccione,it ITA,MF,Crotone,25,1995,10.6,5,1,0,18,17,0,3,8,9,0,0,0,84,6,9,40.0,Matches
Matteo Pessina,it ITA,MF,Atalanta,23,1997,18.3,2,0,0,24,23,1,14,14,12,0,0,0,184,20,32,38.5,Matches
Martin Palumbo,no NOR,MF,Udinese,18,2002,0.7,0,0,0,1,0,0,2,1,0,0,0,0,3,0,0,,Matches
Antonio Palumbo,it ITA,MF,Sampdoria,23,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Mattia Pagliuca,it ITA,MF,Bologna,18,2002,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0,Matches
Christian Oliva,uy URU,MF,Cagliari,24,1996,4.3,2,0,0,7,5,0,2,5,4,0,0,0,42,5,4,55.6,Matches
Pedro Obiang,gq EQG,MF,Sassuolo,28,1992,16.3,4,1,0,23,20,0,4,14,27,0,0,0,142,31,23,57.4,Matches
Radja Nainggolan,be BEL,MF,Cagliari,32,1988,20.5,5,0,0,21,21,0,51,29,34,0,0,0,206,16,18,47.1,Matches
Radja Nainggolan,be BEL,MF,Inter,32,1988,0.5,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,,Matches
RaÃºl Moro,es ESP,MF,Lazio,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Luca Mora,it ITA,MF,Spezia,32,1988,1.3,0,0,0,2,2,0,1,1,3,0,0,0,5,3,2,60.0,Matches
